"Time since round start";"Player Name";"X-Position";"Z-Position";"X-Look";"Y-Look";"Z-Look";"Visible Players";
0.0;MPIB5;54.5;23.5;-0.7661532759666443;-0.34608107805252075;0.5414562225341797;[MPIB1,MPIB13,charleywu];
0.0;MPIB1;24.5;35.5;-0.6524704694747925;-0.2663431465625763;-0.7094325423240662;[MPIB13,MPIB5,charleywu];
0.0;charleywu;29.5;42.5;0.4649496078491211;-0.3874613642692566;-0.7959623336791992;[MPIB1,MPIB13,MPIB5];
0.0;MPIB13;7.5;16.5;0.5438582301139832;-0.05749255791306496;0.837198793888092;[MPIB1,MPIB5,charleywu];
0.03125;MPIB5;54.5;23.5;-0.7661532759666443;-0.34608107805252075;0.5414562225341797;[];
0.03125;MPIB1;24.5;35.5;-0.6524704694747925;-0.2663431465625763;-0.7094325423240662;[];
0.03125;charleywu;29.5;42.5;0.4649496078491211;-0.3874613642692566;-0.7959623336791992;[MPIB1,MPIB13,MPIB5];
0.03125;MPIB13;7.5;16.5;0.5438582301139832;-0.05749255791306496;0.837198793888092;[];
0.09375;MPIB5;54.5;23.5;-0.7661532759666443;-0.34608107805252075;0.5414562225341797;[];
0.09375;MPIB1;24.5;35.5;-0.6524704694747925;-0.2663431465625763;-0.7094325423240662;[MPIB13];
0.09375;charleywu;29.5;42.5;0.4649496078491211;-0.3874613642692566;-0.7959623336791992;[MPIB1,MPIB13,MPIB5];
0.09375;MPIB13;7.5;16.5;0.5438582301139832;-0.05749255791306496;0.837198793888092;[];
0.125;MPIB5;54.5;23.5;-0.7661532759666443;-0.34608107805252075;0.5414562225341797;[];
0.125;MPIB1;24.5;35.5;-0.6524704694747925;-0.2663431465625763;-0.7094325423240662;[MPIB13];
0.125;charleywu;29.5;42.5;0.4649496078491211;-0.3874613642692566;-0.7959623336791992;[];
0.125;MPIB13;7.5;16.5;0.5438582301139832;-0.05749255791306496;0.837198793888092;[MPIB1,charleywu];
0.1875;MPIB5;54.5;23.5;-0.7661532759666443;-0.34608107805252075;0.5414562225341797;[MPIB1,charleywu];
0.1875;MPIB1;24.5;35.5;-0.6524704694747925;-0.2663431465625763;-0.7094325423240662;[MPIB13];
0.1875;charleywu;29.5;42.5;0.4649496078491211;-0.3874613642692566;-0.7959623336791992;[];
0.1875;MPIB13;7.5;16.5;0.5438582301139832;-0.05749255791306496;0.837198793888092;[MPIB1,charleywu];
0.25;MPIB5;54.5;23.5;-0.7661532759666443;-0.34608107805252075;0.5414562225341797;[MPIB1,charleywu];
0.25;MPIB1;24.5;35.5;-0.6524704694747925;-0.2663431465625763;-0.7094325423240662;[MPIB13];
0.25;charleywu;29.5;42.5;0.4649496078491211;-0.3874613642692566;-0.7959623336791992;[];
0.25;MPIB13;7.5;16.5;0.5438582301139832;-0.05749255791306496;0.837198793888092;[MPIB1,charleywu];
0.28125;MPIB5;54.5;23.5;-0.7661532759666443;-0.34608107805252075;0.5414562225341797;[MPIB1,charleywu];
0.28125;MPIB1;24.5;35.5;-0.6524704694747925;-0.2663431465625763;-0.7094325423240662;[MPIB13];
0.28125;charleywu;29.5;42.5;0.4649496078491211;-0.3874613642692566;-0.7959623336791992;[];
0.28125;MPIB13;7.5;16.5;0.5438582301139832;-0.05749255791306496;0.837198793888092;[MPIB1,charleywu];
0.34375;MPIB5;54.5;23.5;-0.7661532759666443;-0.34608107805252075;0.5414562225341797;[MPIB1,charleywu];
