"Time since round start";"Player Name";"X-Position";"Z-Position";"X-Look";"Y-Look";"Z-Look";"Visible Players";
0.0;MPIB1;5.5;7.5;-0.5177164673805237;0.0;0.8555522561073303;[MPIB3,MPIB4];
0.0;MPIB3;45.5;32.5;0.4962312877178192;0.0;0.868190348148346;[MPIB1,MPIB2,MPIB4];
0.0;MPIB4;31.5;9.5;0.22732524573802948;0.0;0.9738188982009888;[MPIB1,MPIB2,MPIB3];
0.0;MPIB2;43.5;5.5;0.7511018514633179;0.0;-0.6601863503456116;[MPIB1,MPIB3,MPIB4];
0.05;MPIB1;5.5;7.5;-0.5177164673805237;0.0;0.8555522561073303;[MPIB3,MPIB4];
0.05;MPIB3;45.5;32.5;0.4962312877178192;0.0;0.868190348148346;[MPIB1,MPIB2,MPIB4];
0.05;MPIB4;31.5;9.5;0.22732524573802948;0.0;0.9738188982009888;[MPIB1,MPIB2,MPIB3];
0.05;MPIB2;43.5;5.5;0.7511018514633179;0.0;-0.6601863503456116;[MPIB1,MPIB3,MPIB4];
0.1;MPIB1;5.5;7.5;-0.5177164673805237;0.0;0.8555522561073303;[];
0.1;MPIB3;45.5;32.5;0.4962312877178192;0.0;0.868190348148346;[];
0.1;MPIB4;31.5;9.5;0.22732524573802948;0.0;0.9738188982009888;[];
0.1;MPIB2;43.5;5.5;0.7511018514633179;0.0;-0.6601863503456116;[];
0.15;MPIB1;5.5;7.5;-0.5177164673805237;0.0;0.8555522561073303;[];
0.15;MPIB3;45.58508264273405;32.45136933773756;0.3292052149772644;-0.05232319235801697;0.9428022503852844;[];
0.15;MPIB4;31.5;9.5;0.22732524573802948;0.0;0.9738188982009888;[];
0.15;MPIB2;43.5;5.5;0.7511018514633179;0.0;-0.6601863503456116;[];
0.2;MPIB1;5.5;7.5;-0.5177164673805237;0.0;0.8555522561073303;[];
0.2;MPIB3;45.58508264273405;32.45136933773756;0.3292052149772644;-0.05232319235801697;0.9428022503852844;[];
0.2;MPIB4;31.5;9.5;0.22732524573802948;0.0;0.9738188982009888;[];
0.2;MPIB2;43.5;5.5;0.7511018514633179;0.0;-0.6601863503456116;[];
0.25;MPIB1;5.5;7.5;-0.5177164673805237;0.0;0.8555522561073303;[];
0.25;MPIB3;45.58508264273405;32.45136933773756;0.3292052149772644;-0.05232319235801697;0.9428022503852844;[];
0.25;MPIB4;31.5;9.5;0.22732524573802948;0.0;0.9738188982009888;[];
0.25;MPIB2;43.5;5.5;0.7511018514633179;0.0;-0.6601863503456116;[];
0.3;MPIB1;5.5;7.5;-0.5177164673805237;0.0;0.8555522561073303;[];
0.3;MPIB3;45.58508264273405;32.45136933773756;0.3292052149772644;-0.05232319235801697;0.9428022503852844;[];
0.3;MPIB4;31.5;9.5;0.22732524573802948;0.0;0.9738188982009888;[];
0.3;MPIB2;43.5;5.5;0.7511018514633179;0.0;-0.6601863503456116;[];
0.35;MPIB1;5.5;7.5;-0.5177164673805237;0.0;0.8555522561073303;[];
0.35;MPIB3;45.58508264273405;32.45136933773756;0.3292052149772644;-0.05232319235801697;0.9428022503852844;[];
0.35;MPIB4;31.5;9.5;0.22732524573802948;0.0;0.9738188982009888;[];
0.35;MPIB2;43.5;5.5;0.7511018514633179;0.0;-0.6601863503456116;[];
0.4;MPIB1;5.5;7.5;-0.5177164673805237;0.0;0.8555522561073303;[];
0.4;MPIB3;45.603587007150054;32.44490803219378;0.3292052149772644;-0.05232319235801697;0.9428022503852844;[];
0.4;MPIB4;31.5;9.5;0.22732524573802948;0.0;0.9738188982009888;[MPIB3];
0.4;MPIB2;43.5;5.5;0.7511018514633179;0.0;-0.6601863503456116;[];
0.45;MPIB1;5.5;7.5;-0.5177092552185059;-0.005177162121981382;0.85554039478302;[];
0.45;MPIB3;45.603587007150054;32.44490803219378;0.3292052149772644;-0.05232319235801697;0.9428022503852844;[];
0.45;MPIB4;31.5;9.5;0.22732524573802948;0.0;0.9738188982009888;[MPIB3];
0.45;MPIB2;43.5;5.5;0.7511018514633179;0.0;-0.6601863503456116;[];
0.5;MPIB1;5.5;7.5;-0.5177092552185059;-0.005177162121981382;0.85554039478302;[];
0.5;MPIB3;45.63574944431005;32.43367763655027;0.3292052149772644;-0.05232319235801697;0.9428022503852844;[];
0.5;MPIB4;31.5;9.5;0.22732524573802948;0.0;0.9738188982009888;[MPIB3];
0.5;MPIB2;43.5;5.5;0.7511018514633179;0.0;-0.6601863503456116;[];
0.55;MPIB1;5.5;7.5;-0.5177092552185059;-0.005177162121981382;0.85554039478302;[];
0.55;MPIB3;45.63574944431005;32.43367763655027;0.3292052149772644;-0.05232319235801697;0.9428022503852844;[];
0.55;MPIB4;31.5;9.5;0.22732524573802948;0.0;0.9738188982009888;[MPIB3];
0.55;MPIB2;43.5;5.5;0.7511018514633179;0.0;-0.6601863503456116;[];
0.6;MPIB1;5.5;7.5;-0.5177092552185059;-0.005177162121981382;0.85554039478302;[];
0.6;MPIB3;45.63574944431005;32.43367763655027;0.3292052149772644;-0.05232319235801697;0.9428022503852844;[];
0.6;MPIB4;31.5;9.5;0.22732524573802948;0.0;0.9738188982009888;[MPIB3];
0.6;MPIB2;43.5;5.5;0.7511018514633179;0.0;-0.6601863503456116;[];
