Time;PlayerName;eventtype;eventid;xPos;yPos;zPos;Occupancy;TriggerPlayer
4.4;MPIB3;SPL;3233;5.370929;0;24.93945;0.003954475;MPIB2
4.4;MPIB2;SPL;3233;5.370929;0;24.93945;0.1946373;MPIB2
4.4;MPIB4;SPL;3233;5.370929;0;24.93945;0.0008680556;MPIB2
4.45;MPIB3;SPL;3233;5.370929;0;24.93945;0.004099151;MPIB2
4.45;MPIB2;SPL;3233;5.370929;0;24.93945;0.1968075;MPIB2
4.45;MPIB4;SPL;3233;5.370929;0;24.93945;0.0009162808;MPIB2
4.5;MPIB3;SPL;3233;5.370929;0;24.93945;0.004436729;MPIB2
4.5;MPIB2;SPL;3233;5.370929;0;24.93945;0.181713;MPIB2
4.5;MPIB4;SPL;3233;5.370929;0;24.93945;0.0009645062;MPIB2
4.55;MPIB3;SPL;3233;5.370929;0;24.93945;0.004002701;MPIB2
4.55;MPIB2;SPL;3233;5.370929;0;24.93945;0.1631462;MPIB2
4.55;MPIB4;SPL;3233;5.370929;0;24.93945;0.0009645062;MPIB2
4.6;MPIB3;SPL;3233;5.370929;0;24.93945;0.003858025;MPIB2
4.6;MPIB2;SPL;3233;5.370929;0;24.93945;0.1524884;MPIB2
4.6;MPIB4;SPL;3233;5.370929;0;24.93945;0.0009645062;MPIB2
4.65;MPIB3;SPL;3233;5.370929;0;24.93945;0.003665123;MPIB2
4.65;MPIB2;SPL;3233;5.370929;0;24.93945;0.1255305;MPIB2
4.65;MPIB4;SPL;3233;5.370929;0;24.93945;0.0009645062;MPIB2
4.7;MPIB3;SPL;3233;5.370929;0;24.93945;0.003809799;MPIB2
4.7;MPIB2;SPL;3233;5.370929;0;24.93945;0.1144869;MPIB2
4.7;MPIB4;SPL;3233;5.370929;0;24.93945;0.001060957;MPIB2
4.75;MPIB3;SPL;3233;5.370929;0;24.93945;0.002845293;MPIB2
4.75;MPIB2;SPL;3233;5.370929;0;24.93945;0.1041184;MPIB2
4.75;MPIB4;SPL;3233;5.370929;0;24.93945;0.001060957;MPIB2
4.8;MPIB3;SPL;3233;5.370929;0;24.93945;0.002652392;MPIB2
4.8;MPIB2;SPL;3233;5.370929;0;24.93945;0.1056134;MPIB2
4.8;MPIB4;SPL;3233;5.370929;0;24.93945;0.0009162808;MPIB2
4.85;MPIB3;SPL;3233;5.370929;0;24.93945;0.002459491;MPIB2
4.85;MPIB2;SPL;3233;5.370929;0;24.93945;0.1006462;MPIB2
4.85;MPIB4;SPL;3233;5.370929;0;24.93945;0.0009162808;MPIB2
4.9;MPIB3;SPL;3233;5.370929;0;24.93945;0.002652392;MPIB2
4.9;MPIB2;SPL;3233;5.370929;0;24.93945;0.06221065;MPIB2
4.9;MPIB4;SPL;3233;5.370929;0;24.93945;0.001060957;MPIB2
4.95;MPIB3;SPL;3233;5.370929;0;24.93945;0.001929012;MPIB2
4.95;MPIB2;SPL;3233;5.370929;0;24.93945;0.06438079;MPIB2
4.95;MPIB4;SPL;3233;5.370929;0;24.93945;0.0008680556;MPIB2
5;MPIB3;SPL;3233;5.370929;0;24.93945;0.002941744;MPIB2
5;MPIB2;SPL;3233;5.370929;0;24.93945;0.05883488;MPIB2
5;MPIB4;SPL;3233;5.370929;0;24.93945;0.0009645062;MPIB2
5.05;MPIB3;SPL;3233;5.370929;0;24.93945;0.002748843;MPIB2
5.05;MPIB2;SPL;3233;5.370929;0;24.93945;0.03684413;MPIB2
5.05;MPIB4;SPL;3233;5.370929;0;24.93945;0.0008680556;MPIB2
5.1;MPIB3;SPL;3233;5.370929;0;24.93945;0.002218364;MPIB2
5.1;MPIB2;SPL;3233;5.370929;0;24.93945;0.02565586;MPIB2
5.1;MPIB4;SPL;3233;5.370929;0;24.93945;0.0008198302;MPIB2
5.15;MPIB3;SPL;3233;5.370929;0;24.93945;0.001832562;MPIB2
5.15;MPIB2;SPL;3233;5.370929;0;24.93945;0.02097801;MPIB2
5.15;MPIB4;SPL;3233;5.370929;0;24.93945;0.0008680556;MPIB2
5.2;MPIB3;SPL;3233;5.370929;0;24.93945;0.00154321;MPIB2
5.2;MPIB2;SPL;3233;5.370929;0;24.93945;0.008487654;MPIB2
5.2;MPIB4;SPL;3233;5.370929;0;24.93945;0.0008680556;MPIB2
5.25;MPIB3;SPL;3233;5.370929;0;24.93945;0.001880787;MPIB2
5.25;MPIB4;SPL;3233;5.370929;0;24.93945;0.0008198302;MPIB2
5.3;MPIB3;SPL;3233;5.370929;0;24.93945;0.001494985;MPIB2
5.3;MPIB4;SPL;3233;5.370929;0;24.93945;0.0004822531;MPIB2
5.35;MPIB3;SPL;3233;5.370929;0;24.93945;0.001012731;MPIB2
5.35;MPIB4;SPL;3233;5.370929;0;24.93945;0.0007716049;MPIB2
5.4;MPIB3;SPL;3233;5.370929;0;24.93945;0.001350309;MPIB2
5.4;MPIB4;SPL;3233;5.370929;0;24.93945;0.0005787037;MPIB2
5.45;MPIB3;SPL;3233;5.370929;0;24.93945;0.001302083;MPIB2
5.45;MPIB4;SPL;3233;5.370929;0;24.93945;0.0005787037;MPIB2
5.5;MPIB3;SPL;3233;5.370929;0;24.93945;0.001205633;MPIB2
5.5;MPIB4;SPL;3233;5.370929;0;24.93945;0.0005304784;MPIB2
5.55;MPIB3;SPL;3233;5.370929;0;24.93945;0.0008198302;MPIB2
5.55;MPIB4;SPL;3233;5.370929;0;24.93945;0.0005787037;MPIB2
5.6;MPIB3;SPL;3233;5.370929;0;24.93945;0.0009645062;MPIB2
