Time;PlayerName;P1;P2;P3;P4
0;MPIB3;9.645062E-05;4.822531E-05;0;0
0;MPIB1;0;0;0;0.02879051
0;MPIB4;0;0;0;0
0;MPIB2;0;0;0;0.007233796
0.05;MPIB3;9.645062E-05;4.822531E-05;0;0
0.05;MPIB1;0;0;0;0.01692708
0.05;MPIB4;0;0;0;0
0.05;MPIB2;0;0;0;0.007185571
0.1;MPIB3;9.645062E-05;4.822531E-05;0;0
0.1;MPIB1;0;0;0;0.01692708
0.1;MPIB4;0;0;0;0
0.1;MPIB2;0;0;0;0.007185571
0.15;MPIB3;9.645062E-05;0.0001446759;0;0.0001446759
0.15;MPIB1;0;0;0;0.01774691
0.15;MPIB4;0;0;0;0
0.15;MPIB2;0;0;0;0.007185571
0.2;MPIB3;9.645062E-05;0.0001446759;0;0.0001446759
0.2;MPIB1;0;0;0;0.01774691
0.2;MPIB4;0;0;0;0
0.2;MPIB2;0;0;0;0.007185571
0.25;MPIB3;9.645062E-05;0.0001446759;0;0.0001446759
0.25;MPIB1;0;0;0;0.01774691
0.25;MPIB4;0;0;0;0
0.25;MPIB2;0;0;0;0.007185571
0.3;MPIB3;9.645062E-05;0.0001446759;0;9.645062E-05
0.3;MPIB1;0;0;0;0.01769869
0.3;MPIB4;0;0;0;0
0.3;MPIB2;0;0;0;0.007185571
0.35;MPIB3;9.645062E-05;0.0001446759;0;9.645062E-05
0.35;MPIB1;0;0;0;0.01774691
0.35;MPIB4;0;0;0;0
0.35;MPIB2;0;0;0;0.007185571
0.4;MPIB3;9.645062E-05;0.0001446759;0;0.0001446759
0.4;MPIB1;0;0;0;0.01774691
0.4;MPIB4;0;0;0;0
0.4;MPIB2;0;0;0;0.007185571
0.45;MPIB3;0.0001446759;0.0004340278;0;0.0002893519
0.45;MPIB1;0;0;0;0.01774691
0.45;MPIB4;0;0;0;0
0.45;MPIB2;0;0;0;0.007185571
0.5;MPIB3;0.0002411265;0.0004340278;0;0.0002411265
0.5;MPIB1;0;0;0;0.01774691
0.5;MPIB4;0;0;0;0
0.5;MPIB2;0;0;0;0.007185571
0.55;MPIB3;0.0002893519;0.0003858025;0;0
0.55;MPIB1;0;0;0;0.01774691
0.55;MPIB4;0;0;0;0
