"Time since round start";"Player Name";"X-Position";"Z-Position";"Reward";
3.4;MPIB1;41.0;56.0;false;
3.75;MPIB3;59.0;53.0;false;
4.0;MPIB4;56.0;50.0;false;
4.2;MPIB2;44.0;14.0;false;
6.95;MPIB1;38.0;50.0;false;
7.8;MPIB3;56.0;56.0;false;
7.85;MPIB4;53.0;47.0;false;
7.95;MPIB2;47.0;20.0;false;
10.5;MPIB1;41.0;44.0;false;
10.9;MPIB3;56.0;53.0;false;
11.5;MPIB2;44.0;23.0;true;
11.55;MPIB4;50.0;44.0;false;
13.95;MPIB1;35.0;41.0;true;
14.6;MPIB2;47.0;23.0;false;
14.85;MPIB3;50.0;56.0;false;
17.45;MPIB1;32.0;41.0;false;
17.7;MPIB2;50.0;23.0;true;
18.5;MPIB4;50.0;26.0;true;
18.85;MPIB3;47.0;59.0;false;
20.2;MPIB1;35.0;38.0;false;
21.6;MPIB2;44.0;20.0;true;
21.9;MPIB4;53.0;26.0;true;
22.9;MPIB1;38.0;38.0;true;
23.65;MPIB3;41.0;59.0;false;
24.65;MPIB2;44.0;17.0;true;
25.15;MPIB4;53.0;29.0;true;
25.9;MPIB1;41.0;38.0;false;
27.9;MPIB2;47.0;17.0;false;
28.55;MPIB4;53.0;32.0;false;
28.55;MPIB1;41.0;35.0;false;
31.35;MPIB2;50.0;17.0;false;
31.55;MPIB1;38.0;35.0;false;
31.85;MPIB3;35.0;56.0;false;
32.45;MPIB4;56.0;29.0;false;
34.65;MPIB2;50.0;20.0;false;
35.25;MPIB1;41.0;29.0;false;
35.4;MPIB3;32.0;59.0;false;
36.1;MPIB4;56.0;26.0;true;
37.95;MPIB1;41.0;26.0;true;
39.05;MPIB2;41.0;20.0;true;
39.6;MPIB3;29.0;56.0;false;
40.55;MPIB4;56.0;23.0;true;
41.25;MPIB1;38.0;26.0;true;
42.3;MPIB2;41.0;23.0;true;
42.85;MPIB3;26.0;56.0;false;
44.05;MPIB4;53.0;23.0;true;
44.25;MPIB1;38.0;29.0;false;
45.7;MPIB2;44.0;26.0;false;
46.0;MPIB3;26.0;59.0;false;
47.45;MPIB4;53.0;20.0;false;
47.8;MPIB1;38.0;23.0;true;
50.2;MPIB2;47.0;26.0;false;
50.5;MPIB1;35.0;23.0;true;
50.75;MPIB3;20.0;56.0;false;
50.95;MPIB4;56.0;20.0;false;
53.3;MPIB1;38.0;20.0;true;
54.85;MPIB4;53.0;17.0;false;
55.3;MPIB2;38.0;17.0;true;
55.7;MPIB3;17.0;56.0;true;
56.35;MPIB1;35.0;20.0;true;
58.75;MPIB2;41.0;17.0;true;
59.05;MPIB4;47.0;14.0;false;
59.25;MPIB1;35.0;17.0;true;
59.45;MPIB3;17.0;53.0;false;
62.0;MPIB2;41.0;14.0;false;
62.5;MPIB1;32.0;20.0;true;
62.9;MPIB3;14.0;56.0;true;
63.5;MPIB4;41.0;11.0;false;
65.25;MPIB2;38.0;14.0;false;
65.7;MPIB1;32.0;17.0;true;
67.45;MPIB3;17.0;59.0;true;
67.5;MPIB4;38.0;11.0;true;
68.25;MPIB2;35.0;14.0;true;
68.85;MPIB1;32.0;23.0;true;
71.15;MPIB3;14.0;59.0;true;
71.25;MPIB4;38.0;8.0;true;
71.95;MPIB2;32.0;14.0;true;
72.5;MPIB1;29.0;20.0;false;
74.65;MPIB4;35.0;8.0;true;
75.3;MPIB1;29.0;17.0;false;
76.15;MPIB3;14.0;53.0;false;
77.7;MPIB4;32.0;8.0;false;
78.35;MPIB2;29.0;14.0;true;
78.5;MPIB1;29.0;23.0;false;
80.7;MPIB3;11.0;56.0;false;
81.55;MPIB4;35.0;5.0;false;
81.65;MPIB2;29.0;11.0;true;
81.65;MPIB1;32.0;26.0;true;
84.65;MPIB1;35.0;26.0;true;
85.0;MPIB4;32.0;5.0;false;
85.0;MPIB2;32.0;11.0;true;
85.65;MPIB3;11.0;53.0;false;
87.75;MPIB1;32.0;29.0;true;
88.15;MPIB2;35.0;11.0;true;
89.1;MPIB3;11.0;59.0;true;
90.15;MPIB4;26.0;14.0;true;
90.9;MPIB1;35.0;29.0;true;
93.2;MPIB3;8.0;59.0;false;
93.35;MPIB2;26.0;17.0;false;
93.85;MPIB1;32.0;32.0;true;
96.4;MPIB3;8.0;56.0;false;
96.8;MPIB4;23.0;14.0;false;
96.9;MPIB1;35.0;32.0;false;
97.1;MPIB2;26.0;20.0;false;
100.1;MPIB1;32.0;35.0;false;
100.2;MPIB4;26.0;11.0;true;
100.65;MPIB2;23.0;17.0;false;
101.4;MPIB3;17.0;50.0;false;
103.1;MPIB1;29.0;32.0;false;
103.7;MPIB4;26.0;8.0;false;
104.65;MPIB3;14.0;50.0;false;
104.7;MPIB2;23.0;11.0;false;
108.1;MPIB4;23.0;8.0;false;
108.6;MPIB2;20.0;14.0;false;
109.25;MPIB3;11.0;44.0;false;
110.05;MPIB1;20.0;32.0;false;
111.65;MPIB2;17.0;14.0;true;
113.35;MPIB4;23.0;20.0;false;
113.4;MPIB3;8.0;41.0;false;
113.45;MPIB1;14.0;29.0;false;
115.0;MPIB2;17.0;11.0;false;
117.0;MPIB1;11.0;23.0;false;
117.05;MPIB3;5.0;38.0;false;
117.7;MPIB4;26.0;23.0;false;
118.3;MPIB2;20.0;11.0;false;
