"Time since round start";"Player Name";"X-Position";"Z-Position";"Reward";
4.1;MPIB1;56.0;56.0;false;
4.4;MPIB3;26.0;59.0;true;
4.55;MPIB2;26.0;32.0;true;
4.75;MPIB4;35.0;35.0;false;
7.9;MPIB3;26.0;56.0;false;
8.05;MPIB1;59.0;56.0;false;
9.6;MPIB2;32.0;32.0;false;
11.25;MPIB3;26.0;53.0;false;
12.7;MPIB1;59.0;59.0;false;
13.6;MPIB2;29.0;32.0;true;
13.8;MPIB4;35.0;32.0;false;
14.75;MPIB3;26.0;50.0;false;
16.25;MPIB1;56.0;59.0;true;
17.55;MPIB4;35.0;29.0;false;
18.4;MPIB3;26.0;47.0;false;
19.15;MPIB2;35.0;35.0;false;
21.25;MPIB4;35.0;26.0;false;
21.9;MPIB3;26.0;44.0;false;
23.15;MPIB1;56.0;53.0;true;
24.1;MPIB2;38.0;35.0;false;
26.85;MPIB4;32.0;17.0;false;
27.15;MPIB1;56.0;50.0;false;
27.6;MPIB3;20.0;47.0;false;
28.45;MPIB2;41.0;35.0;false;
31.1;MPIB1;56.0;47.0;true;
34.2;MPIB2;47.0;41.0;false;
34.6;MPIB1;56.0;44.0;false;
35.95;MPIB3;14.0;41.0;true;
37.6;MPIB4;17.0;23.0;false;
37.95;MPIB2;47.0;44.0;false;
38.5;MPIB1;56.0;41.0;false;
39.3;MPIB3;14.0;38.0;true;
41.75;MPIB1;56.0;38.0;false;
42.55;MPIB4;17.0;26.0;false;
42.8;MPIB3;14.0;35.0;false;
43.0;MPIB2;50.0;50.0;true;
45.0;MPIB1;56.0;35.0;false;
46.45;MPIB3;14.0;32.0;false;
47.3;MPIB4;17.0;29.0;false;
47.65;MPIB2;53.0;50.0;true;
48.45;MPIB1;56.0;32.0;false;
49.85;MPIB3;14.0;29.0;false;
51.5;MPIB1;56.0;29.0;false;
52.05;MPIB2;56.0;53.0;true;
53.3;MPIB3;14.0;26.0;false;
54.95;MPIB1;56.0;26.0;false;
55.85;MPIB4;17.0;47.0;false;
55.95;MPIB2;59.0;53.0;false;
56.8;MPIB3;14.0;23.0;false;
58.8;MPIB1;53.0;26.0;false;
60.2;MPIB3;14.0;20.0;false;
62.75;MPIB1;53.0;23.0;false;
63.6;MPIB3;14.0;17.0;false;
63.9;MPIB2;56.0;41.0;false;
64.45;MPIB4;32.0;47.0;false;
66.05;MPIB1;53.0;20.0;false;
67.15;MPIB3;14.0;14.0;false;
67.8;MPIB2;56.0;38.0;false;
69.9;MPIB1;53.0;17.0;false;
70.3;MPIB3;14.0;11.0;false;
73.65;MPIB1;53.0;14.0;true;
73.75;MPIB3;14.0;8.0;false;
74.9;MPIB2;56.0;26.0;false;
76.55;MPIB1;53.0;11.0;true;
77.0;MPIB3;17.0;8.0;false;
77.65;MPIB4;47.0;23.0;true;
79.1;MPIB2;53.0;26.0;false;
80.0;MPIB1;53.0;8.0;true;
80.2;MPIB3;20.0;8.0;true;
83.35;MPIB1;53.0;5.0;true;
83.4;MPIB2;50.0;23.0;false;
83.65;MPIB3;23.0;8.0;false;
86.9;MPIB4;50.0;17.0;true;
87.3;MPIB3;26.0;8.0;false;
87.5;MPIB1;56.0;5.0;false;
87.6;MPIB2;47.0;20.0;false;
90.4;MPIB3;29.0;8.0;false;
91.3;MPIB1;56.0;2.0;false;
93.25;MPIB4;53.0;17.0;false;
93.75;MPIB2;38.0;23.0;false;
94.5;MPIB1;53.0;2.0;false;
94.9;MPIB3;35.0;5.0;true;
97.7;MPIB2;35.0;23.0;true;
98.2;MPIB3;38.0;5.0;false;
98.25;MPIB4;53.0;14.0;true;
98.25;MPIB1;50.0;2.0;false;
101.7;MPIB1;50.0;5.0;true;
102.0;MPIB3;41.0;8.0;false;
102.1;MPIB4;50.0;14.0;false;
102.45;MPIB2;32.0;23.0;false;
105.25;MPIB1;47.0;5.0;true;
105.35;MPIB3;44.0;8.0;false;
107.35;MPIB4;56.0;17.0;false;
107.95;MPIB2;29.0;23.0;false;
108.75;MPIB3;47.0;8.0;false;
109.0;MPIB1;47.0;8.0;false;
110.75;MPIB4;59.0;17.0;false;
113.15;MPIB3;53.0;11.0;true;
113.45;MPIB1;44.0;5.0;false;
113.45;MPIB2;20.0;26.0;false;
114.3;MPIB4;59.0;14.0;true;
116.4;MPIB3;53.0;14.0;true;
117.1;MPIB1;41.0;5.0;false;
117.9;MPIB2;17.0;29.0;false;
118.25;MPIB4;59.0;11.0;false;
119.95;MPIB3;56.0;17.0;false;
