"Time since round start";"Player Name";"X-Position";"Z-Position";"X-Look";"Y-Look";"Z-Look";"Visible Players";
0.0;MPIB3;52.5;16.5;0.328481525182724;0.0;-0.9445104002952576;[MPIB1,MPIB2,MPIB4];
0.0;MPIB2;42.5;2.5;0.9688553214073181;0.0;-0.247627392411232;[MPIB3];
0.0;MPIB1;54.5;26.5;0.7668928503990173;0.0;-0.6417751312255859;[MPIB2,MPIB4];
0.0;MPIB4;39.5;27.5;0.9966890811920166;0.0;-0.08130700141191483;[MPIB1,MPIB2,MPIB3];
0.05;MPIB3;52.5;16.5;0.328481525182724;0.0;-0.9445104002952576;[];
0.05;MPIB2;42.5;2.5;0.9688553214073181;0.0;-0.247627392411232;[];
0.05;MPIB1;54.5;26.5;0.7668928503990173;0.0;-0.6417751312255859;[];
0.05;MPIB4;39.5;27.5;0.9966890811920166;0.0;-0.08130700141191483;[];
0.1;MPIB3;52.5;16.5;0.3309151530265808;-0.00776569964364171;-0.9436277747154236;[];
0.1;MPIB2;42.5;2.5;0.9688553214073181;0.0;-0.247627392411232;[];
0.1;MPIB1;54.5;26.5;0.7668928503990173;0.0;-0.6417751312255859;[];
0.1;MPIB4;39.5;27.5;0.9966890811920166;0.0;-0.08130700141191483;[];
0.15;MPIB3;52.5;16.5;0.33583980798721313;-0.018310872837901115;-0.9417392611503601;[];
0.15;MPIB2;42.5;2.5;0.970065176486969;0.01303846761584282;-0.24249453842639923;[];
0.15;MPIB1;54.5;26.5;0.7668928503990173;0.0;-0.6417751312255859;[];
0.15;MPIB4;39.5;27.5;0.99684077501297;-0.010450053960084915;-0.07872232794761658;[MPIB3];
0.2;MPIB3;52.5;16.5;0.33583980798721313;-0.018310872837901115;-0.9417392611503601;[MPIB2];
0.2;MPIB2;42.5;2.5;0.970065176486969;0.01303846761584282;-0.24249453842639923;[];
0.2;MPIB1;54.5;26.5;0.7668928503990173;0.0;-0.6417751312255859;[];
0.2;MPIB4;39.5;27.5;0.99684077501297;-0.010450053960084915;-0.07872232794761658;[MPIB1,MPIB3];
0.25;MPIB3;52.5;16.5;0.33583980798721313;-0.018310872837901115;-0.9417392611503601;[MPIB2];
0.25;MPIB2;42.5;2.5;0.9718387126922607;0.018310872837901115;-0.23493456840515137;[];
0.25;MPIB1;54.5;26.5;0.7668928503990173;0.0;-0.6417751312255859;[];
0.25;MPIB4;39.5;27.5;0.9969807267189026;-0.01562679372727871;-0.07604089379310608;[MPIB1,MPIB3];
0.3;MPIB3;52.5;16.5;0.35169079899787903;0.08885355293750763;-0.9318897724151611;[MPIB2];
0.3;MPIB2;42.5;2.5;0.9747351408004761;0.023486921563744545;-0.2221258133649826;[];
0.3;MPIB1;54.5;26.5;0.7668928503990173;0.0;-0.6417751312255859;[];
0.3;MPIB4;39.5;27.5;0.9971742630004883;-0.01562679372727871;-0.07345986366271973;[MPIB1,MPIB3];
0.35;MPIB3;52.5;16.5;0.3415476083755493;0.19509032368659973;-0.91939377784729;[MPIB2];
0.35;MPIB2;42.5;2.5;0.9723606705665588;0.023486921563744545;-0.23229970037937164;[];
0.35;MPIB1;54.5;26.5;0.7668928503990173;0.0;-0.6417751312255859;[];
0.35;MPIB4;39.5;27.5;0.9973610043525696;-0.01562679372727871;-0.07087834924459457;[MPIB1,MPIB3];
0.4;MPIB3;52.5;16.5;0.33617356419563293;0.23338942229747772;-0.9124234914779663;[MPIB2];
0.4;MPIB2;42.5;2.5;0.9444071054458618;0.026170559227466583;-0.3277352750301361;[];
0.4;MPIB1;54.5;26.5;0.7668928503990173;0.0;-0.6417751312255859;[];
0.4;MPIB4;39.5;27.5;0.9974511861801147;-0.020898966118693352;-0.06819410622119904;[MPIB1,MPIB3];
0.45;MPIB3;52.5;16.5;0.3310212194919586;0.23851358890533447;-0.9129820466041565;[MPIB2];
0.45;MPIB2;42.5;2.5;0.9373514652252197;0.026170559227466583;-0.34740081429481506;[];
0.45;MPIB1;54.5;26.5;0.7668928503990173;0.0;-0.6417751312255859;[];
0.45;MPIB4;39.5;27.5;0.9975667595863342;-0.023486921563744545;-0.06560809910297394;[MPIB1,MPIB3];
0.5;MPIB3;52.5;16.5;0.3285691440105438;0.23851358890533447;-0.9138672947883606;[MPIB2];
0.5;MPIB2;42.5;2.5;0.9124744534492493;0.03134559839963913;-0.4079311490058899;[];
0.5;MPIB1;54.5;26.5;0.7668928503990173;0.0;-0.6417751312255859;[];
0.5;MPIB4;39.5;27.5;0.9975581765174866;-0.039202336221933365;-0.05773507058620453;[MPIB1,MPIB3];
0.55;MPIB3;52.5;16.5;0.3213745951652527;0.23851358890533447;-0.9164221882820129;[MPIB2];
0.55;MPIB2;42.5;2.5;0.8265348672866821;0.05232319235801697;-0.5604484677314758;[];
0.55;MPIB1;54.5;26.5;0.7668928503990173;0.0;-0.6417751312255859;[];
0.55;MPIB4;39.5;27.5;0.9944285154342651;-0.09143160283565521;-0.05229425057768822;[MPIB1,MPIB3];
0.6;MPIB3;52.5;16.5;0.2876037359237671;0.23851358890533447;-0.9275749921798706;[MPIB2];
0.6;MPIB2;42.5;2.5;0.8021639585494995;0.05749255791306496;-0.5943294763565063;[];
0.6;MPIB1;54.5;26.5;0.7668928503990173;0.0;-0.6417751312255859;[];
0.6;MPIB4;39.596211068332195;27.481360571458936;0.9580971598625183;-0.21807213127613068;-0.18561673164367676;[MPIB1,MPIB2,MPIB3];
0.65;MPIB3;52.5;16.5;0.27700409293174744;0.21554511785507202;-0.9363808035850525;[MPIB2];
