Time;PlayerName;P1;P2;P3;P4
0;MPIB2;0;0;0;0.0007716049
0;MPIB1;0;0.0003858025;0.005738812;0.0004340278
0;MPIB4;0;0.001880787;0;0
0;MPIB3;0;0;0;0
0.05;MPIB2;0;0;0;0.0007716049
0.05;MPIB1;0;0.0003375772;0.005160108;0.0004340278
0.05;MPIB4;0;0.001929012;0;0
0.05;MPIB3;0;0;0;0
0.1;MPIB2;0;0;0;0.0007716049
0.1;MPIB1;0;0.0003375772;0.005160108;0.0004340278
0.1;MPIB4;0;0.001929012;0;0
0.1;MPIB3;0;0;0;0
0.15;MPIB2;0;0;0;0.0007716049
0.15;MPIB1;0;0.0002893519;0.006028164;0.0003375772
0.15;MPIB4;0;0.001929012;0;0
0.15;MPIB3;0;0;0;0
0.2;MPIB2;0;0;0;0.0007716049
0.2;MPIB1;0;0.0002893519;0.006028164;0.0003375772
0.2;MPIB4;0;0.001929012;0;0
0.2;MPIB3;0;0;0;0
0.25;MPIB2;0;0;0;0.0007716049
0.25;MPIB1;0;0.0002893519;0.005979938;0.0003375772
0.25;MPIB4;0;0.001929012;0;0
0.25;MPIB3;0;0;0;0
0.3;MPIB2;0;0;0;0.0007716049
0.3;MPIB1;0;0.0002893519;0.005401235;0.0003375772
0.3;MPIB4;0;0.001929012;0;0
0.3;MPIB3;0;0;0;0
0.35;MPIB2;0;0;0;0.0007716049
0.35;MPIB1;0;0.0002893519;0.00554591;0.0004340278
0.35;MPIB4;0;0.001929012;0;0
0.35;MPIB3;0;0;0;0
0.4;MPIB2;0;0;0;0.0007716049
0.4;MPIB1;0;0.0002893519;0.005497685;0.0003858025
0.4;MPIB4;0;0.001929012;0;0
0.4;MPIB3;0;0;0;0
0.45;MPIB2;0;0;0;0.0007716049
0.45;MPIB1;0;0.0001929012;0.005256559;0.0002893519
0.45;MPIB4;0;0.001929012;0;0
0.45;MPIB3;0;0;0;0
0.5;MPIB2;0;0;0;0.0007716049
0.5;MPIB1;0;0.0002893519;0.005979938;0.0004340278
0.5;MPIB4;0;0.001929012;0;0
0.5;MPIB3;0;0;0;0
0.55;MPIB2;0;0;0;0.0008198302
0.55;MPIB1;0;0.0002893519;0.00617284;0.0004340278
0.55;MPIB4;0;0.001977238;0;0
0.55;MPIB3;0;0;0;0
0.6;MPIB2;0;0;0;0.0004822531
0.6;MPIB1;0;0.0002893519;0.007040895;0.0004340278
0.6;MPIB4;0;0.001880787;0;0
0.6;MPIB3;0;0;0;0
0.65;MPIB2;0;0;0;0.0006751543
0.65;MPIB1;0;0.0002893519;0.007378472;0.0004340278
0.65;MPIB4;0;0.001832562;0;0
0.65;MPIB3;0;0;0;0
0.7;MPIB2;0;0;0;0.0005787037
0.7;MPIB1;0;0.0002893519;0.008101852;0.0004340278
0.7;MPIB4;0;0.001832562;0;0
0.7;MPIB3;0;0;0;0
0.75;MPIB2;0;0;0;0.000626929
0.75;MPIB1;0;0.0002893519;0.008777007;0.0002893519
0.75;MPIB4;0;0.002025463;0;0
0.75;MPIB3;0;0;0;0
0.8;MPIB2;0;0;0;0.0004822531
0.8;MPIB1;0;0.0002893519;0.01046489;0.0003375772
0.8;MPIB4;0;0.001880787;0;0
0.8;MPIB3;0;0;0;0
0.85;MPIB2;0;0;0;0.0006751543
0.85;MPIB1;0;0.0002411265;0.0116223;0.0001929012
0.85;MPIB4;0;0.002025463;0;0
0.85;MPIB3;0;0;0;0
0.9;MPIB2;0;0;0;0.0006751543
0.9;MPIB1;0;0.0001929012;0.01249035;0.0002411265
0.9;MPIB4;0;0.001832562;0;0
0.9;MPIB3;0;0;0;0
0.95;MPIB2;0;0;0;0.0009162808
0.95;MPIB1;0;0.0001929012;0.01306906;0.0001929012
0.95;MPIB4;0;0.001880787;0;0
0.95;MPIB3;0;0;0;0
1;MPIB2;0;0;0;0.001012731
1;MPIB1;0;0.0005787037;0.01364776;0.0002893519
1;MPIB4;0;0.002314815;0;0
1;MPIB3;0;0;0;0
1.05;MPIB2;0;0;0;0.001012731
1.05;MPIB1;0;0.0002893519;0.01302083;0.0001929012
1.05;MPIB4;0;0.002073688;0;0
1.05;MPIB3;0;0;0;0
1.1;MPIB2;0;0;0;0.001012731
1.1;MPIB1;0;0.0003858025;0.01316551;0.0003858025
1.1;MPIB4;0;0.002652392;0;0
1.1;MPIB3;0;0;0;0
1.15;MPIB2;0;0;0;0.001205633
1.15;MPIB1;0;0.0004340278;0.01355131;0.0003858025
1.15;MPIB4;0;0.00236304;0;0
1.15;MPIB3;0;0;0;0
1.2;MPIB2;0;0;0;0.001157407
1.2;MPIB1;0;0.0004340278;0.01388889;0.0002893519
1.2;MPIB4;0;0.002893518;0;0
1.2;MPIB3;0;0;0;0
1.25;MPIB2;0;0;0;0.001832562
1.25;MPIB1;0;0.0003375772;0.01572145;0.0004340278
1.25;MPIB4;0;0.002604167;0;0
1.25;MPIB3;0;0;0;0
1.3;MPIB2;0;0;0;0.002604167
1.3;MPIB1;0;0.0004822531;0.01335841;0.0003858025
1.3;MPIB4;0;0.002073688;0;0
1.3;MPIB3;0;0;0;0
1.35;MPIB2;0.0008198302;0;0;0
1.35;MPIB1;0;0.0007233796;0.009741512;0.0006751543
1.35;MPIB4;0;0.001832562;0;0
1.35;MPIB3;0;0;0;0
1.4;MPIB2;0.0007716049;0;0;0
1.4;MPIB1;0;0.0006751543;0.01046489;0.0008680556
1.4;MPIB4;0;0.001880787;0;0
1.4;MPIB3;0;0;0;0
1.45;MPIB2;0.001880787;0;0;0
1.45;MPIB1;0;0.0006751543;0.01109182;0.0002411265
1.45;MPIB4;0;0.00163966;0;0
1.45;MPIB3;0;0;0;0
1.5;MPIB2;0.001591435;0;0;0
1.5;MPIB1;0;0.0007233796;0.009066358;0
1.5;MPIB4;0;0.00163966;0;0
1.5;MPIB3;0;0;0;0
1.55;MPIB2;0.001205633;0;0.00154321;0
1.55;MPIB1;0;0.000626929;0.009018132;0
1.55;MPIB4;0;0.00154321;0;0
1.55;MPIB3;0;0;0;0
1.6;MPIB2;0.001205633;0;0.002073688;0
