Time;PlayerName;eventtype;eventid;xPos;yPos;zPos;Occupancy;TriggerPlayer
17.55;MPIB2;SPL;32902;15.3;0;50.59742;0.141059;MPIB2
17.55;MPIB3;SPL;32902;15.3;0;50.59742;0.005835262;MPIB2
17.55;MPIB4;SPL;32902;15.3;0;50.59742;0.0009645062;MPIB2
17.6;MPIB2;SPL;32902;15.3;0;50.59742;0.1522473;MPIB2
17.6;MPIB3;SPL;32902;15.3;0;50.59742;0.006655093;MPIB2
17.6;MPIB4;SPL;32902;15.3;0;50.59742;0.001109182;MPIB2
17.65;MPIB2;SPL;32902;15.3;0;50.59742;0.1597704;MPIB2
17.65;MPIB3;SPL;32902;15.3;0;50.59742;0.006896219;MPIB2
17.65;MPIB4;SPL;32902;15.3;0;50.59742;0.001060957;MPIB2
17.7;MPIB2;SPL;32902;15.3;0;50.59742;0.1588059;MPIB2
17.7;MPIB3;SPL;32902;15.3;0;50.59742;0.006558642;MPIB2
17.7;MPIB4;SPL;32902;15.3;0;50.59742;0.001109182;MPIB2
17.75;MPIB2;SPL;32902;15.3;0;50.59742;0.1582755;MPIB2
17.75;MPIB3;SPL;32902;15.3;0;50.59742;0.007282021;MPIB2
17.75;MPIB4;SPL;32902;15.3;0;50.59742;0.001157407;MPIB2
17.8;MPIB2;SPL;32902;15.3;0;50.59742;0.1400945;MPIB2
17.8;MPIB3;SPL;32902;15.3;0;50.59742;0.007233796;MPIB2
17.8;MPIB4;SPL;32902;15.3;0;50.59742;0.001157407;MPIB2
17.85;MPIB2;SPL;32902;15.3;0;50.59742;0.1440008;MPIB2
17.85;MPIB3;SPL;32902;15.3;0;50.59742;0.007137346;MPIB2
17.85;MPIB4;SPL;32902;15.3;0;50.59742;0.001253858;MPIB2
17.9;MPIB2;SPL;32902;15.3;0;50.59742;0.1397569;MPIB2
17.9;MPIB3;SPL;32902;15.3;0;50.59742;0.006510417;MPIB2
17.9;MPIB4;SPL;32902;15.3;0;50.59742;0.001253858;MPIB2
17.95;MPIB2;SPL;32902;15.3;0;50.59742;0.06790123;MPIB2
17.95;MPIB3;SPL;32902;15.3;0;50.59742;0.006510417;MPIB2
17.95;MPIB4;SPL;32902;15.3;0;50.59742;0.001302083;MPIB2
18;MPIB2;SPL;32902;15.3;0;50.59742;0.02300347;MPIB2
18;MPIB3;SPL;32902;15.3;0;50.59742;0.005256559;MPIB2
18;MPIB4;SPL;32902;15.3;0;50.59742;0.001205633;MPIB2
18.05;MPIB2;SPL;32902;15.3;0;50.59742;0.001687886;MPIB2
18.05;MPIB3;SPL;32902;15.3;0;50.59742;0.003809799;MPIB2
18.05;MPIB4;SPL;32902;15.3;0;50.59742;0.001302083;MPIB2
18.1;MPIB3;SPL;32902;15.3;0;50.59742;0.003568673;MPIB2
18.1;MPIB4;SPL;32902;15.3;0;50.59742;0.001253858;MPIB2
18.15;MPIB3;SPL;32902;15.3;0;50.59742;0.002845293;MPIB2
18.15;MPIB4;SPL;32902;15.3;0;50.59742;0.001060957;MPIB2
18.2;MPIB3;SPL;32902;15.3;0;50.59742;0.002797068;MPIB2
18.2;MPIB4;SPL;32902;15.3;0;50.59742;0.001350309;MPIB2
18.25;MPIB2;SPL;32902;15.3;0;50.59742;0.04113619;MPIB2
18.25;MPIB3;SPL;32902;15.3;0;50.59742;0.003472222;MPIB2
18.25;MPIB4;SPL;32902;15.3;0;50.59742;0.0009645062;MPIB2
18.3;MPIB2;SPL;32902;15.3;0;50.59742;0.04031636;MPIB2
18.3;MPIB3;SPL;32902;15.3;0;50.59742;0.002748843;MPIB2
18.3;MPIB4;SPL;32902;15.3;0;50.59742;0.001109182;MPIB2
18.35;MPIB2;SPL;32902;15.3;0;50.59742;0.02811535;MPIB2
18.35;MPIB3;SPL;32902;15.3;0;50.59742;0.001784336;MPIB2
18.35;MPIB4;SPL;32902;15.3;0;50.59742;0.0009645062;MPIB2
18.4;MPIB2;SPL;32902;15.3;0;50.59742;0.02391975;MPIB2
18.4;MPIB3;SPL;32902;15.3;0;50.59742;0.001350309;MPIB2
18.4;MPIB4;SPL;32902;15.3;0;50.59742;0.0009162808;MPIB2
18.45;MPIB2;SPL;32902;15.3;0;50.59742;0.0266686;MPIB2
18.45;MPIB3;SPL;32902;15.3;0;50.59742;0.001446759;MPIB2
18.45;MPIB4;SPL;32902;15.3;0;50.59742;0.0009645062;MPIB2
18.5;MPIB2;SPL;32902;15.3;0;50.59742;0.02218364;MPIB2
18.5;MPIB3;SPL;32902;15.3;0;50.59742;0.001302083;MPIB2
18.5;MPIB4;SPL;32902;15.3;0;50.59742;0.0009645062;MPIB2
18.55;MPIB2;SPL;32902;15.3;0;50.59742;0.0198206;MPIB2
18.55;MPIB3;SPL;32902;15.3;0;50.59742;0.001253858;MPIB2
18.55;MPIB4;SPL;32902;15.3;0;50.59742;0.0009162808;MPIB2
18.6;MPIB2;SPL;32902;15.3;0;50.59742;0.012201;MPIB2
18.6;MPIB3;SPL;32902;15.3;0;50.59742;0.001446759;MPIB2
18.6;MPIB4;SPL;32902;15.3;0;50.59742;0.0007233796;MPIB2
18.65;MPIB2;SPL;32902;15.3;0;50.59742;0.01186343;MPIB2
18.65;MPIB3;SPL;32902;15.3;0;50.59742;0.001350309;MPIB2
18.65;MPIB4;SPL;32902;15.3;0;50.59742;0.000626929;MPIB2
18.7;MPIB2;SPL;32902;15.3;0;50.59742;0.01210455;MPIB2
18.7;MPIB3;SPL;32902;15.3;0;50.59742;0.001060957;MPIB2
18.7;MPIB4;SPL;32902;15.3;0;50.59742;0.0004340278;MPIB2
18.75;MPIB2;SPL;32902;15.3;0;50.59742;0.0123939;MPIB2
18.75;MPIB3;SPL;32902;15.3;0;50.59742;0.0007716049;MPIB2
18.75;MPIB4;SPL;32902;15.3;0;50.59742;0.0003858025;MPIB2
18.8;MPIB2;SPL;32902;15.3;0;50.59742;0.006896219;MPIB2
18.8;MPIB3;SPL;32902;15.3;0;50.59742;0.0003858025;MPIB2
18.8;MPIB4;SPL;32902;15.3;0;50.59742;0.0004822531;MPIB2
18.85;MPIB2;SPL;32902;15.3;0;50.59742;0.009500386;MPIB2
18.85;MPIB3;SPL;32902;15.3;0;50.59742;0.0003375772;MPIB2
18.85;MPIB4;SPL;32902;15.3;0;50.59742;0.0005304784;MPIB2
18.9;MPIB2;SPL;32902;15.3;0;50.59742;0.006799769;MPIB2
18.9;MPIB3;SPL;32902;15.3;0;50.59742;0.0004340278;MPIB2
18.9;MPIB4;SPL;32902;15.3;0;50.59742;0.0005787037;MPIB2
18.95;MPIB2;SPL;32902;15.3;0;50.59742;0.004050926;MPIB2
18.95;MPIB3;SPL;32902;15.3;0;50.59742;0.0002893519;MPIB2
18.95;MPIB4;SPL;32902;15.3;0;50.59742;0.000626929;MPIB2
19;MPIB2;SPL;32902;15.3;0;50.59742;0.008487654;MPIB2
19;MPIB3;SPL;32902;15.3;0;50.59742;0.0001446759;MPIB2
19;MPIB4;SPL;32902;15.3;0;50.59742;0.0006751543;MPIB2
19.05;MPIB3;SPL;32902;15.3;0;50.59742;0.0004822531;MPIB2
19.05;MPIB4;SPL;32902;15.3;0;50.59742;0.0004822531;MPIB2
19.1;MPIB3;SPL;32902;15.3;0;50.59742;0.0002411265;MPIB2
19.1;MPIB4;SPL;32902;15.3;0;50.59742;9.645062E-05;MPIB2
19.15;MPIB3;SPL;32902;15.3;0;50.59742;0.0004340278;MPIB2
19.15;MPIB4;SPL;32902;15.3;0;50.59742;0.0001446759;MPIB2
19.2;MPIB3;SPL;32902;15.3;0;50.59742;0.0002411265;MPIB2
19.2;MPIB4;SPL;32902;15.3;0;50.59742;0.0001446759;MPIB2
19.25;MPIB3;SPL;32902;15.3;0;50.59742;9.645062E-05;MPIB2
19.25;MPIB4;SPL;32902;15.3;0;50.59742;0.0002411265;MPIB2
19.3;MPIB3;SPL;32902;15.3;0;50.59742;0.0001446759;MPIB2
19.3;MPIB4;SPL;32902;15.3;0;50.59742;9.645062E-05;MPIB2
19.35;MPIB3;SPL;32902;15.3;0;50.59742;4.822531E-05;MPIB2
19.35;MPIB4;SPL;32902;15.3;0;50.59742;0.0001446759;MPIB2
19.4;MPIB4;SPL;32902;15.3;0;50.59742;9.645062E-05;MPIB2
20.95;MPIB2;SPL;32901;14.53645;0;48.3;0.1642072;MPIB2
20.95;MPIB3;SPL;32901;14.53645;0;48.3;0.02025463;MPIB2
20.95;MPIB4;SPL;32901;14.53645;0;48.3;0.001736111;MPIB2
21;MPIB2;SPL;32901;14.53645;0;48.3;0.1502701;MPIB2
21;MPIB3;SPL;32901;14.53645;0;48.3;0.02232832;MPIB2
21;MPIB4;SPL;32901;14.53645;0;48.3;0.001880787;MPIB2
21.05;MPIB2;SPL;32901;14.53645;0;48.3;0.1741898;MPIB2
21.05;MPIB3;SPL;32901;14.53645;0;48.3;0.02150849;MPIB2
21.05;MPIB4;SPL;32901;14.53645;0;48.3;0.001880787;MPIB2
21.1;MPIB2;SPL;32901;14.53645;0;48.3;0.1752508;MPIB2
21.1;MPIB3;SPL;32901;14.53645;0;48.3;0.02290702;MPIB2
21.1;MPIB4;SPL;32901;14.53645;0;48.3;0.001832562;MPIB2
21.15;MPIB2;SPL;32901;14.53645;0;48.3;0.1328125;MPIB2
21.15;MPIB3;SPL;32901;14.53645;0;48.3;0.0232446;MPIB2
21.15;MPIB4;SPL;32901;14.53645;0;48.3;0.001736111;MPIB2
21.2;MPIB2;SPL;32901;14.53645;0;48.3;0.0975598;MPIB2
21.2;MPIB3;SPL;32901;14.53645;0;48.3;0.02199074;MPIB2
21.2;MPIB4;SPL;32901;14.53645;0;48.3;0.001929012;MPIB2
21.25;MPIB2;SPL;32901;14.53645;0;48.3;0.08391204;MPIB2
21.25;MPIB3;SPL;32901;14.53645;0;48.3;0.02121914;MPIB2
21.25;MPIB4;SPL;32901;14.53645;0;48.3;0.001687886;MPIB2
21.3;MPIB2;SPL;32901;14.53645;0;48.3;0.07711226;MPIB2
21.3;MPIB3;SPL;32901;14.53645;0;48.3;0.01929012;MPIB2
21.3;MPIB4;SPL;32901;14.53645;0;48.3;0.002121913;MPIB2
21.35;MPIB2;SPL;32901;14.53645;0;48.3;0.03139468;MPIB2
21.35;MPIB3;SPL;32901;14.53645;0;48.3;0.01972415;MPIB2
21.35;MPIB4;SPL;32901;14.53645;0;48.3;0.001157407;MPIB2
21.4;MPIB2;SPL;32901;14.53645;0;48.3;0.001060957;MPIB2
21.4;MPIB3;SPL;32901;14.53645;0;48.3;0.01798804;MPIB2
21.4;MPIB4;SPL;32901;14.53645;0;48.3;0.001109182;MPIB2
21.45;MPIB3;SPL;32901;14.53645;0;48.3;0.01726466;MPIB2
21.45;MPIB4;SPL;32901;14.53645;0;48.3;0.000626929;MPIB2
21.5;MPIB3;SPL;32901;14.53645;0;48.3;0.01499807;MPIB2
21.5;MPIB4;SPL;32901;14.53645;0;48.3;0.0004340278;MPIB2
21.55;MPIB3;SPL;32901;14.53645;0;48.3;0.01456404;MPIB2
21.55;MPIB4;SPL;32901;14.53645;0;48.3;0.002555941;MPIB2
21.6;MPIB3;SPL;32901;14.53645;0;48.3;0.01114005;MPIB2
21.6;MPIB4;SPL;32901;14.53645;0;48.3;0.001832562;MPIB2
21.65;MPIB3;SPL;32901;14.53645;0;48.3;0.01118827;MPIB2
21.65;MPIB4;SPL;32901;14.53645;0;48.3;0.001880787;MPIB2
21.7;MPIB3;SPL;32901;14.53645;0;48.3;0.009645062;MPIB2
21.7;MPIB4;SPL;32901;14.53645;0;48.3;0.001494985;MPIB2
21.75;MPIB3;SPL;32901;14.53645;0;48.3;0.009114583;MPIB2
21.75;MPIB4;SPL;32901;14.53645;0;48.3;0.001446759;MPIB2
21.8;MPIB3;SPL;32901;14.53645;0;48.3;0.007571374;MPIB2
21.8;MPIB4;SPL;32901;14.53645;0;48.3;0.001350309;MPIB2
21.85;MPIB3;SPL;32901;14.53645;0;48.3;0.00544946;MPIB2
21.85;MPIB4;SPL;32901;14.53645;0;48.3;0.001205633;MPIB2
21.9;MPIB3;SPL;32901;14.53645;0;48.3;0.005835262;MPIB2
21.9;MPIB4;SPL;32901;14.53645;0;48.3;0.001012731;MPIB2
21.95;MPIB3;SPL;32901;14.53645;0;48.3;0.005497685;MPIB2
21.95;MPIB4;SPL;32901;14.53645;0;48.3;0.0009162808;MPIB2
22;MPIB3;SPL;32901;14.53645;0;48.3;0.004243827;MPIB2
22;MPIB4;SPL;32901;14.53645;0;48.3;0.001109182;MPIB2
22.05;MPIB3;SPL;32901;14.53645;0;48.3;0.005015432;MPIB2
