,simulation_number,env_file,agent_type,n_agents,dist_weight,in_view_weight,gp_weight,any_social_weight,success_social_weight,lengthscale,signalvariance,init_seed,policy_seed,step,final,max_reward,min_reward,tot_reward,tot_pairwise_dist,n_foraged_blocks,min_distance_traveled_prop,max_distance_traveled_prop,mean_distance_traveled_prop
0,0,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,37727186,100,False,0,0,0,0.0,7.0,0.15,0.15,0.15
1,0,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,37727186,200,False,1,1,1,0.0,15.0,0.16,0.16,0.16
2,0,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,37727186,300,False,6,6,6,0.0,23.0,0.16,0.16,0.16
3,0,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,37727186,400,False,10,10,10,0.0,31.0,0.15,0.15,0.15
4,0,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,37727186,500,False,13,13,13,0.0,38.0,0.148,0.148,0.148
5,0,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,37727186,600,False,16,16,16,0.0,47.0,0.14,0.14,0.14
6,0,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,37727186,700,False,20,20,20,0.0,55.0,0.13714285714285715,0.13714285714285715,0.13714285714285715
7,0,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,37727186,799,False,20,20,20,0.0,63.0,0.13266583229036297,0.13266583229036297,0.13266583229036297
8,1,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3909378680,100,False,0,0,0,0.0,7.0,0.14,0.14,0.14
9,1,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3909378680,200,False,1,1,1,0.0,15.0,0.135,0.135,0.135
10,1,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3909378680,300,False,1,1,1,0.0,23.0,0.13333333333333333,0.13333333333333333,0.13333333333333333
11,1,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3909378680,400,False,6,6,6,0.0,31.0,0.1425,0.1425,0.1425
12,1,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3909378680,500,False,7,7,7,0.0,39.0,0.142,0.142,0.142
13,1,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3909378680,600,False,9,9,9,0.0,47.0,0.14,0.14,0.14
14,1,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3909378680,700,False,9,9,9,0.0,55.0,0.13714285714285715,0.13714285714285715,0.13714285714285715
15,1,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3909378680,799,False,12,12,12,0.0,62.0,0.13642052565707133,0.13642052565707133,0.13642052565707133
16,2,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,2491367680,100,False,0,0,0,0.0,7.0,0.15,0.15,0.15
17,2,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,2491367680,200,False,3,3,3,0.0,15.0,0.145,0.145,0.145
18,2,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,2491367680,300,False,5,5,5,0.0,23.0,0.14,0.14,0.14
19,2,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,2491367680,400,False,12,12,12,0.0,31.0,0.135,0.135,0.135
20,2,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,2491367680,500,False,15,15,15,0.0,39.0,0.132,0.132,0.132
21,2,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,2491367680,600,False,17,17,17,0.0,47.0,0.13166666666666665,0.13166666666666665,0.13166666666666665
22,2,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,2491367680,700,False,17,17,17,0.0,55.0,0.13142857142857142,0.13142857142857142,0.13142857142857142
23,2,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,2491367680,799,False,18,18,18,0.0,63.0,0.13141426783479349,0.13141426783479349,0.13141426783479349
24,3,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,100850390,100,False,2,2,2,0.0,7.0,0.14,0.14,0.14
25,3,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,100850390,200,False,4,4,4,0.0,15.0,0.13,0.13,0.13
26,3,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,100850390,300,False,5,5,5,0.0,23.0,0.12666666666666668,0.12666666666666668,0.12666666666666668
27,3,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,100850390,400,False,6,6,6,0.0,32.0,0.12,0.12,0.12
28,3,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,100850390,500,False,6,6,6,0.0,39.0,0.124,0.124,0.124
29,3,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,100850390,600,False,8,8,8,0.0,47.0,0.13333333333333333,0.13333333333333333,0.13333333333333333
30,3,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,100850390,700,False,9,9,9,0.0,55.0,0.1357142857142857,0.1357142857142857,0.1357142857142857
31,3,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,100850390,799,False,11,11,11,0.0,63.0,0.13391739674593242,0.13391739674593242,0.13391739674593242
32,4,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3696171352,100,False,2,2,2,0.0,7.0,0.16,0.16,0.16
33,4,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3696171352,200,False,3,3,3,0.0,15.0,0.155,0.155,0.155
34,4,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3696171352,300,False,5,5,5,0.0,23.0,0.15,0.15,0.15
35,4,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3696171352,400,False,8,8,8,0.0,31.0,0.145,0.145,0.145
36,4,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3696171352,500,False,10,10,10,0.0,39.0,0.14,0.14,0.14
37,4,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3696171352,600,False,10,10,10,0.0,47.0,0.135,0.135,0.135
38,4,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3696171352,700,False,10,10,10,0.0,55.0,0.1357142857142857,0.1357142857142857,0.1357142857142857
39,4,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3696171352,799,False,11,11,11,0.0,63.0,0.13391739674593242,0.13391739674593242,0.13391739674593242
40,5,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3126851206,100,False,2,2,2,0.0,7.0,0.14,0.14,0.14
41,5,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3126851206,200,False,3,3,3,0.0,15.0,0.13,0.13,0.13
42,5,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3126851206,300,False,3,3,3,0.0,23.0,0.13,0.13,0.13
43,5,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3126851206,400,False,3,3,3,0.0,32.0,0.1225,0.1225,0.1225
44,5,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3126851206,500,False,3,3,3,0.0,39.0,0.136,0.136,0.136
45,5,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3126851206,600,False,3,3,3,0.0,47.0,0.14,0.14,0.14
46,5,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3126851206,700,False,3,3,3,0.0,54.0,0.13857142857142857,0.13857142857142857,0.13857142857142857
47,5,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3126851206,799,False,6,6,6,0.0,62.0,0.13892365456821026,0.13892365456821026,0.13892365456821026
48,6,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3087649846,100,False,1,1,1,0.0,8.0,0.11,0.11,0.11
49,6,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3087649846,200,False,1,1,1,0.0,15.0,0.145,0.145,0.145
50,6,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3087649846,300,False,4,4,4,0.0,23.0,0.14666666666666667,0.14666666666666667,0.14666666666666667
51,6,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3087649846,400,False,4,4,4,0.0,31.0,0.1475,0.1475,0.1475
52,6,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3087649846,500,False,4,4,4,0.0,39.0,0.142,0.142,0.142
53,6,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3087649846,600,False,8,8,8,0.0,47.0,0.14,0.14,0.14
54,6,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3087649846,700,False,8,8,8,0.0,55.0,0.13714285714285715,0.13714285714285715,0.13714285714285715
55,6,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3087649846,799,False,11,11,11,0.0,63.0,0.13391739674593242,0.13391739674593242,0.13391739674593242
56,7,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3004316863,100,False,0,0,0,0.0,7.0,0.18,0.18,0.18
57,7,../environments/smooth.20.csv,dist_only,1,-2,0,0,0,0,1,1,2211984297,3004316863,200,False,1,1,1,0.0,15.0,0.175,0.175,0.175
