"Time since round start";"Player Name";"X-Position";"Z-Position";"Reward";
3.0625;MPIB3;59.0;11.0;false;
3.5;MPIB2;11.0;2.0;false;
3.5;MPIB1;35.0;44.0;false;
4.0625;MPIB4;14.0;26.0;true;
5.8125;MPIB3;59.0;14.0;false;
6.5;MPIB1;35.0;47.0;false;
6.6875;MPIB4;17.0;26.0;false;
6.9375;MPIB2;11.0;5.0;true;
9.0625;MPIB3;59.0;17.0;true;
9.125;MPIB1;38.0;47.0;false;
9.3125;MPIB4;17.0;23.0;false;
9.6875;MPIB2;8.0;5.0;false;
11.9375;MPIB4;14.0;23.0;false;
12.0625;MPIB1;38.0;44.0;false;
12.1875;MPIB3;56.0;17.0;false;
12.5625;MPIB2;8.0;2.0;true;
14.5625;MPIB4;11.0;23.0;false;
15.125;MPIB1;41.0;44.0;true;
15.375;MPIB3;56.0;20.0;false;
15.9375;MPIB2;5.0;2.0;false;
17.625;MPIB4;11.0;26.0;true;
18.125;MPIB1;41.0;47.0;false;
18.3125;MPIB3;59.0;20.0;false;
19.0625;MPIB2;5.0;5.0;false;
20.3125;MPIB4;8.0;26.0;false;
21.5625;MPIB1;44.0;44.0;false;
21.75;MPIB3;59.0;23.0;false;
22.375;MPIB2;2.0;5.0;false;
23.0;MPIB4;8.0;29.0;true;
24.5;MPIB1;44.0;47.0;false;
24.625;MPIB3;56.0;23.0;true;
25.3125;MPIB2;2.0;2.0;false;
25.625;MPIB4;11.0;29.0;false;
27.6875;MPIB3;53.0;23.0;false;
27.75;MPIB1;44.0;50.0;true;
28.8125;MPIB2;2.0;8.0;false;
28.9375;MPIB4;14.0;29.0;false;
30.8125;MPIB3;53.0;26.0;true;
31.0625;MPIB1;41.0;50.0;false;
31.5625;MPIB4;14.0;32.0;false;
31.75;MPIB2;5.0;8.0;true;
34.1875;MPIB3;56.0;26.0;false;
34.4375;MPIB4;11.0;32.0;false;
34.5625;MPIB2;8.0;8.0;true;
34.8125;MPIB1;44.0;53.0;false;
37.0;MPIB4;8.0;32.0;false;
37.625;MPIB3;59.0;26.0;false;
37.6875;MPIB2;11.0;8.0;false;
38.5;MPIB1;47.0;50.0;true;
39.5625;MPIB4;5.0;32.0;false;
40.4375;MPIB3;59.0;29.0;false;
41.5;MPIB1;47.0;47.0;true;
42.3125;MPIB4;5.0;29.0;true;
42.375;MPIB2;11.0;11.0;false;
43.125;MPIB3;56.0;29.0;false;
45.0;MPIB1;50.0;50.0;false;
45.0625;MPIB4;2.0;29.0;false;
