"Time since round start";"Player Name";"X-Position";"Z-Position";"X-Look";"Y-Look";"Z-Look";"Visible Players";
0.0;MPIB1;16.5;7.5;-0.3627557158470154;0.0;0.9318842887878418;[MPIB2,MPIB3];
0.0;MPIB4;3.5;17.5;0.7691646218299866;0.0;0.6390507221221924;[MPIB1,MPIB3];
0.0;MPIB2;16.5;10.5;0.7474828362464905;0.0;-0.6642811298370361;[MPIB1,MPIB3];
0.0;MPIB3;32.5;48.5;0.5474929809570312;0.0;0.836810290813446;[MPIB2,MPIB4];
0.05;MPIB1;16.5;7.5;-0.3627557158470154;0.0;0.9318842887878418;[];
0.05;MPIB4;3.5;17.5;0.7691646218299866;0.0;0.6390507221221924;[];
0.05;MPIB2;16.5;10.5;0.7474828362464905;0.0;-0.6642811298370361;[];
0.05;MPIB3;32.5;48.5;0.5474929809570312;0.0;0.836810290813446;[];
0.1;MPIB1;16.5;7.5;-0.3627557158470154;0.0;0.9318842887878418;[];
0.1;MPIB4;3.5;17.5;0.7708162665367126;0.0;0.6370574831962585;[];
0.1;MPIB2;16.5;10.5;0.7474828362464905;0.0;-0.6642811298370361;[];
0.1;MPIB3;32.5;48.5;0.5474929809570312;0.0;0.836810290813446;[];
0.15;MPIB1;16.5;7.5;-0.3627557158470154;0.0;0.9318842887878418;[MPIB2,MPIB4];
0.15;MPIB4;3.5;17.5;0.8106730580329895;0.020898966118693352;0.5851260423660278;[];
0.15;MPIB2;16.5;10.5;0.7474828362464905;0.0;-0.6642811298370361;[];
0.15;MPIB3;32.5;48.5;0.5474929809570312;0.0;0.836810290813446;[];
0.2;MPIB1;16.5;7.5;-0.3627557158470154;0.0;0.9318842887878418;[MPIB2,MPIB3,MPIB4];
0.2;MPIB4;3.5;17.5;0.8106730580329895;0.020898966118693352;0.5851260423660278;[];
0.2;MPIB2;16.5;10.5;0.7474828362464905;0.0;-0.6642811298370361;[];
0.2;MPIB3;32.5;48.5;0.5474929809570312;0.0;0.836810290813446;[];
0.25;MPIB1;16.5;7.5;-0.3627557158470154;0.0;0.9318842887878418;[MPIB2,MPIB3,MPIB4];
0.25;MPIB4;3.5;17.5;0.8196708559989929;0.026170559227466583;0.5722367167472839;[MPIB3];
0.25;MPIB2;16.5;10.5;0.7474828362464905;0.0;-0.6642811298370361;[MPIB1];
0.25;MPIB3;32.5;48.5;0.5474929809570312;0.0;0.836810290813446;[];
