,simulation_number,env_file,agent_type,n_agents,dist_weight,in_view_weight,gp_weight,any_social_weight,success_social_weight,lengthscale,signalvariance,init_seed,policy_seed,step,final,max_reward,min_reward,tot_reward,tot_pairwise_dist,n_foraged_blocks,min_distance_traveled_prop,max_distance_traveled_prop,mean_distance_traveled_prop
0,0,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3593073136,100,False,1,1,1,0.0,7.0,0.21,0.21,0.21
1,0,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3593073136,200,False,5,5,5,0.0,15.0,0.18,0.18,0.18
2,0,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3593073136,300,False,6,6,6,0.0,22.0,0.18333333333333332,0.18333333333333332,0.18333333333333332
3,0,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3593073136,400,False,9,9,9,0.0,29.0,0.1925,0.1925,0.1925
4,0,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3593073136,500,False,13,13,13,0.0,36.0,0.194,0.194,0.194
5,0,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3593073136,599,False,15,15,15,0.0,43.0,0.1986644407345576,0.1986644407345576,0.1986644407345576
6,1,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,866167133,100,False,1,1,1,0.0,7.0,0.17,0.17,0.17
7,1,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,866167133,200,False,2,2,2,0.0,15.0,0.18,0.18,0.18
8,1,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,866167133,300,False,2,2,2,0.0,22.0,0.19666666666666666,0.19666666666666666,0.19666666666666666
9,1,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,866167133,400,False,4,4,4,0.0,29.0,0.205,0.205,0.205
10,1,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,866167133,500,False,4,4,4,0.0,35.0,0.216,0.216,0.216
11,1,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,866167133,599,False,4,4,4,0.0,42.0,0.21702838063439064,0.21702838063439064,0.21702838063439064
12,2,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,350043122,100,False,1,1,1,0.0,7.0,0.24,0.24,0.24
13,2,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,350043122,200,False,1,1,1,0.0,14.0,0.225,0.225,0.225
14,2,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,350043122,300,False,7,7,7,0.0,21.0,0.22333333333333333,0.22333333333333333,0.22333333333333333
15,2,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,350043122,400,False,11,11,11,0.0,28.0,0.2125,0.2125,0.2125
16,2,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,350043122,500,False,14,14,14,0.0,36.0,0.206,0.206,0.206
17,2,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,350043122,599,False,17,17,17,0.0,44.0,0.19365609348914858,0.19365609348914858,0.19365609348914858
18,3,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,518617589,100,False,2,2,2,0.0,7.0,0.19,0.19,0.19
19,3,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,518617589,200,False,3,3,3,0.0,14.0,0.19,0.19,0.19
20,3,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,518617589,300,False,3,3,3,0.0,21.0,0.2,0.2,0.2
21,3,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,518617589,400,False,4,4,4,0.0,28.0,0.22,0.22,0.22
22,3,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,518617589,500,False,4,4,4,0.0,35.0,0.222,0.222,0.222
23,3,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,518617589,599,False,4,4,4,0.0,42.0,0.21535893155258765,0.21535893155258765,0.21535893155258765
24,4,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,685229524,100,False,1,1,1,0.0,7.0,0.17,0.17,0.17
25,4,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,685229524,200,False,5,5,5,0.0,15.0,0.18,0.18,0.18
26,4,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,685229524,300,False,7,7,7,0.0,22.0,0.19666666666666666,0.19666666666666666,0.19666666666666666
27,4,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,685229524,400,False,8,8,8,0.0,28.0,0.2075,0.2075,0.2075
28,4,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,685229524,500,False,14,14,14,0.0,36.0,0.208,0.208,0.208
29,4,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,685229524,599,False,20,20,20,0.0,43.0,0.2020033388981636,0.2020033388981636,0.2020033388981636
30,5,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,86327088,100,False,1,1,1,0.0,7.0,0.24,0.24,0.24
31,5,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,86327088,200,False,2,2,2,0.0,14.0,0.195,0.195,0.195
32,5,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,86327088,300,False,3,3,3,0.0,22.0,0.19666666666666666,0.19666666666666666,0.19666666666666666
33,5,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,86327088,400,False,9,9,9,0.0,29.0,0.1925,0.1925,0.1925
34,5,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,86327088,500,False,10,10,10,0.0,36.0,0.192,0.192,0.192
35,5,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,86327088,599,False,14,14,14,0.0,44.0,0.19198664440734559,0.19198664440734559,0.19198664440734559
36,6,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,1516262531,100,False,0,0,0,0.0,7.0,0.18,0.18,0.18
37,6,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,1516262531,200,False,1,1,1,0.0,15.0,0.18,0.18,0.18
38,6,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,1516262531,300,False,2,2,2,0.0,22.0,0.19666666666666666,0.19666666666666666,0.19666666666666666
39,6,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,1516262531,400,False,3,3,3,0.0,29.0,0.195,0.195,0.195
40,6,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,1516262531,500,False,4,4,4,0.0,37.0,0.188,0.188,0.188
41,6,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,1516262531,599,False,6,6,6,0.0,44.0,0.19365609348914858,0.19365609348914858,0.19365609348914858
42,7,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,701232118,100,False,1,1,1,0.0,7.0,0.23,0.23,0.23
43,7,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,701232118,200,False,4,4,4,0.0,14.0,0.185,0.185,0.185
44,7,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,701232118,300,False,5,5,5,0.0,22.0,0.19333333333333333,0.19333333333333333,0.19333333333333333
45,7,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,701232118,400,False,5,5,5,0.0,29.0,0.18,0.18,0.18
46,7,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,701232118,500,False,5,5,5,0.0,37.0,0.174,0.174,0.174
47,7,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,701232118,599,False,7,7,7,0.0,44.0,0.17863105175292154,0.17863105175292154,0.17863105175292154
48,8,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3989209462,100,False,1,1,1,0.0,7.0,0.24,0.24,0.24
49,8,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3989209462,200,False,1,1,1,0.0,14.0,0.215,0.215,0.215
50,8,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3989209462,300,False,2,2,2,0.0,21.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
51,8,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3989209462,400,False,5,5,5,0.0,28.0,0.2175,0.2175,0.2175
52,8,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3989209462,500,False,11,11,11,0.0,36.0,0.206,0.206,0.206
53,8,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3989209462,599,False,13,13,13,0.0,43.0,0.19699499165275458,0.19699499165275458,0.19699499165275458
54,9,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3171220996,100,False,1,1,1,0.0,7.0,0.19,0.19,0.19
55,9,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3171220996,200,False,4,4,4,0.0,14.0,0.205,0.205,0.205
56,9,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3171220996,300,False,4,4,4,0.0,22.0,0.19,0.19,0.19
57,9,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3171220996,400,False,6,6,6,0.0,29.0,0.1975,0.1975,0.1975
58,9,../environments/smooth.3.csv,dist_only,1,-1,1,1,0,0,1,1,917477150,3171220996,500,False,10,10,10,0.0,36.0,0.196,0.196,0.196
