,simulation_number,env_file,agent_type,n_agents,dist_weight,in_view_weight,gp_weight,any_social_weight,success_social_weight,lengthscale,signalvariance,init_seed,policy_seed,step,final,max_reward,min_reward,tot_reward,tot_pairwise_dist,n_foraged_blocks,min_distance_traveled_prop,max_distance_traveled_prop,mean_distance_traveled_prop
0,0,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,2926387137,100,False,2,2,2,0.0,6.0,0.25,0.25,0.25
1,0,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,2926387137,200,False,6,6,6,0.0,14.0,0.235,0.235,0.235
2,0,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,2926387137,300,False,8,8,8,0.0,20.0,0.24333333333333335,0.24333333333333335,0.24333333333333335
3,0,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,2926387137,400,False,13,13,13,0.0,28.0,0.2325,0.2325,0.2325
4,0,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,2926387137,500,False,17,17,17,0.0,35.0,0.218,0.218,0.218
5,0,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,2926387137,599,False,20,20,20,0.0,43.0,0.21202003338898165,0.21202003338898165,0.21202003338898165
6,1,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,240602151,100,False,2,2,2,0.0,6.0,0.26,0.26,0.26
7,1,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,240602151,200,False,5,5,5,0.0,14.0,0.235,0.235,0.235
8,1,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,240602151,300,False,9,9,9,0.0,21.0,0.23,0.23,0.23
9,1,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,240602151,400,False,11,11,11,0.0,28.0,0.2125,0.2125,0.2125
10,1,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,240602151,500,False,15,15,15,0.0,36.0,0.21,0.21,0.21
11,1,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,240602151,599,False,15,15,15,0.0,43.0,0.2020033388981636,0.2020033388981636,0.2020033388981636
12,2,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,3851131113,100,False,0,0,0,0.0,7.0,0.18,0.18,0.18
13,2,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,3851131113,200,False,1,1,1,0.0,15.0,0.18,0.18,0.18
14,2,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,3851131113,300,False,5,5,5,0.0,21.0,0.21,0.21,0.21
15,2,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,3851131113,400,False,7,7,7,0.0,28.0,0.2075,0.2075,0.2075
16,2,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,3851131113,500,False,10,10,10,0.0,36.0,0.21,0.21,0.21
17,2,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,3851131113,599,False,12,12,12,0.0,43.0,0.20701168614357263,0.20701168614357263,0.20701168614357263
18,3,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,3220448689,100,False,1,1,1,0.0,7.0,0.24,0.24,0.24
19,3,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,3220448689,200,False,1,1,1,0.0,14.0,0.215,0.215,0.215
20,3,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,3220448689,300,False,3,3,3,0.0,21.0,0.21333333333333335,0.21333333333333335,0.21333333333333335
21,3,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,3220448689,400,False,6,6,6,0.0,29.0,0.205,0.205,0.205
22,3,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,3220448689,500,False,7,7,7,0.0,37.0,0.188,0.188,0.188
23,3,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,3220448689,599,False,12,12,12,0.0,44.0,0.18030050083472454,0.18030050083472454,0.18030050083472454
24,4,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,1171263063,100,False,2,2,2,0.0,7.0,0.24,0.24,0.24
25,4,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,1171263063,200,False,5,5,5,0.0,14.0,0.235,0.235,0.235
26,4,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,1171263063,300,False,10,10,10,0.0,21.0,0.20666666666666667,0.20666666666666667,0.20666666666666667
27,4,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,1171263063,400,False,13,13,13,0.0,29.0,0.205,0.205,0.205
28,4,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,1171263063,500,False,14,14,14,0.0,36.0,0.19,0.19,0.19
29,4,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,1171263063,599,False,17,17,17,0.0,44.0,0.19198664440734559,0.19198664440734559,0.19198664440734559
30,5,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,27371330,100,False,3,3,3,0.0,7.0,0.15,0.15,0.15
31,5,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,27371330,200,False,3,3,3,0.0,15.0,0.18,0.18,0.18
32,5,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,27371330,300,False,7,7,7,0.0,22.0,0.19666666666666666,0.19666666666666666,0.19666666666666666
33,5,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,27371330,400,False,7,7,7,0.0,29.0,0.205,0.205,0.205
34,5,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,27371330,500,False,10,10,10,0.0,36.0,0.21,0.21,0.21
35,5,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,27371330,599,False,12,12,12,0.0,43.0,0.21202003338898165,0.21202003338898165,0.21202003338898165
36,6,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,1693116562,100,False,1,1,1,0.0,7.0,0.17,0.17,0.17
37,6,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,1693116562,200,False,2,2,2,0.0,14.0,0.185,0.185,0.185
38,6,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,1693116562,300,False,4,4,4,0.0,22.0,0.19,0.19,0.19
39,6,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,1693116562,400,False,8,8,8,0.0,29.0,0.1825,0.1825,0.1825
40,6,../environments/smooth.19.csv,dist_only,1,-1,1,1,0,0,1,1,2449541944,1693116562,500,False,10,10,10,0.0,37.0,0.188,0.188,0.188
