,simulation_number,env_file,agent_type,n_agents,dist_weight,in_view_weight,gp_weight,any_social_weight,success_social_weight,lengthscale,signalvariance,init_seed,policy_seed,step,final,max_reward,min_reward,tot_reward,tot_pairwise_dist,n_foraged_blocks,min_distance_traveled_prop,max_distance_traveled_prop,mean_distance_traveled_prop
0,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,3099600167,100,False,4,4,4,0.0,7.0,0.21,0.21,0.21
1,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,3099600167,200,False,9,9,9,0.0,14.0,0.205,0.205,0.205
2,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,3099600167,300,False,14,14,14,0.0,22.0,0.19,0.19,0.19
3,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,3099600167,400,False,15,15,15,0.0,29.0,0.185,0.185,0.185
4,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,3099600167,500,False,18,18,18,0.0,36.0,0.19,0.19,0.19
5,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,3099600167,599,False,20,20,20,0.0,43.0,0.2003338898163606,0.2003338898163606,0.2003338898163606
6,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,108316458,100,False,1,1,1,0.0,6.0,0.26,0.26,0.26
7,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,108316458,200,False,4,4,4,0.0,14.0,0.23,0.23,0.23
8,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,108316458,300,False,6,6,6,0.0,21.0,0.23333333333333334,0.23333333333333334,0.23333333333333334
9,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,108316458,400,False,6,6,6,0.0,27.0,0.24,0.24,0.24
10,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,108316458,500,False,9,9,9,0.0,35.0,0.226,0.226,0.226
11,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,108316458,599,False,9,9,9,0.0,42.0,0.2287145242070117,0.2287145242070117,0.2287145242070117
12,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,2899463318,100,False,0,0,0,0.0,7.0,0.15,0.15,0.15
13,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,2899463318,200,False,5,5,5,0.0,14.0,0.21,0.21,0.21
14,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,2899463318,300,False,5,5,5,0.0,22.0,0.19333333333333333,0.19333333333333333,0.19333333333333333
15,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,2899463318,400,False,5,5,5,0.0,30.0,0.175,0.175,0.175
16,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,2899463318,500,False,6,6,6,0.0,37.0,0.184,0.184,0.184
17,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,2899463318,599,False,8,8,8,0.0,43.0,0.19532554257095158,0.19532554257095158,0.19532554257095158
18,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,221524337,100,False,1,1,1,0.0,7.0,0.23,0.23,0.23
19,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,221524337,200,False,3,3,3,0.0,14.0,0.205,0.205,0.205
20,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,221524337,300,False,3,3,3,0.0,21.0,0.22666666666666666,0.22666666666666666,0.22666666666666666
21,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,221524337,400,False,3,3,3,0.0,28.0,0.2225,0.2225,0.2225
22,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,221524337,500,False,4,4,4,0.0,35.0,0.222,0.222,0.222
23,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,221524337,599,False,5,5,5,0.0,42.0,0.22203672787979967,0.22203672787979967,0.22203672787979967
24,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,1395804125,100,False,2,2,2,0.0,7.0,0.24,0.24,0.24
25,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,1395804125,200,False,4,4,4,0.0,14.0,0.215,0.215,0.215
26,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,1395804125,300,False,7,7,7,0.0,21.0,0.20333333333333334,0.20333333333333334,0.20333333333333334
27,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,1395804125,400,False,11,11,11,0.0,29.0,0.205,0.205,0.205
28,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,1395804125,500,False,17,17,17,0.0,36.0,0.192,0.192,0.192
29,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,1395804125,599,False,18,18,18,0.0,43.0,0.19532554257095158,0.19532554257095158,0.19532554257095158
30,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,674498376,100,False,4,4,4,0.0,7.0,0.2,0.2,0.2
31,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,674498376,200,False,4,4,4,0.0,15.0,0.18,0.18,0.18
32,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,674498376,300,False,4,4,4,0.0,22.0,0.19666666666666666,0.19666666666666666,0.19666666666666666
33,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,674498376,400,False,8,8,8,0.0,29.0,0.19,0.19,0.19
34,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,674498376,500,False,12,12,12,0.0,37.0,0.188,0.188,0.188
35,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,674498376,599,False,16,16,16,0.0,44.0,0.18864774624373956,0.18864774624373956,0.18864774624373956
36,6,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2356625382,316173579,100,False,3,3,3,0.0,7.0,0.2,0.2,0.2
