,simulation_number,env_file,agent_type,n_agents,dist_weight,in_view_weight,gp_weight,any_social_weight,success_social_weight,lengthscale,signalvariance,init_seed,policy_seed,step,final,max_reward,min_reward,tot_reward,tot_pairwise_dist,n_foraged_blocks,min_distance_traveled_prop,max_distance_traveled_prop,mean_distance_traveled_prop
0,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1450630300,100,False,3,3,3,0.0,7.0,0.17,0.17,0.17
1,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1450630300,200,False,3,3,3,0.0,15.0,0.15,0.15,0.15
2,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1450630300,300,False,4,4,4,0.0,22.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
3,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1450630300,400,False,7,7,7,0.0,29.0,0.1925,0.1925,0.1925
4,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1450630300,500,False,7,7,7,0.0,36.0,0.194,0.194,0.194
5,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1450630300,599,False,10,10,10,0.0,44.0,0.19365609348914858,0.19365609348914858,0.19365609348914858
6,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,3614740062,100,False,0,0,0,0.0,7.0,0.19,0.19,0.19
7,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,3614740062,200,False,1,1,1,0.0,14.0,0.2,0.2,0.2
8,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,3614740062,300,False,1,1,1,0.0,22.0,0.18,0.18,0.18
9,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,3614740062,400,False,5,5,5,0.0,30.0,0.1775,0.1775,0.1775
10,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,3614740062,500,False,7,7,7,0.0,36.0,0.192,0.192,0.192
11,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,3614740062,599,False,9,9,9,0.0,43.0,0.2003338898163606,0.2003338898163606,0.2003338898163606
12,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1167866596,100,False,1,1,1,0.0,8.0,0.13,0.13,0.13
13,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1167866596,200,False,2,2,2,0.0,15.0,0.14,0.14,0.14
14,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1167866596,300,False,6,6,6,0.0,23.0,0.16,0.16,0.16
15,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1167866596,400,False,11,11,11,0.0,30.0,0.1775,0.1775,0.1775
16,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1167866596,500,False,13,13,13,0.0,37.0,0.184,0.184,0.184
17,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1167866596,599,False,14,14,14,0.0,44.0,0.18530884808013356,0.18530884808013356,0.18530884808013356
18,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,2783383070,100,False,1,1,1,0.0,7.0,0.24,0.24,0.24
19,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,2783383070,200,False,3,3,3,0.0,14.0,0.205,0.205,0.205
20,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,2783383070,300,False,4,4,4,0.0,21.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
21,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,2783383070,400,False,10,10,10,0.0,29.0,0.205,0.205,0.205
22,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,2783383070,500,False,13,13,13,0.0,36.0,0.21,0.21,0.21
23,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,2783383070,599,False,14,14,14,0.0,42.0,0.21702838063439064,0.21702838063439064,0.21702838063439064
24,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,593496358,100,False,2,2,2,0.0,7.0,0.2,0.2,0.2
25,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,593496358,200,False,3,3,3,0.0,14.0,0.235,0.235,0.235
26,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,593496358,300,False,4,4,4,0.0,21.0,0.23333333333333334,0.23333333333333334,0.23333333333333334
27,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,593496358,400,False,8,8,8,0.0,28.0,0.2225,0.2225,0.2225
28,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,593496358,500,False,10,10,10,0.0,36.0,0.21,0.21,0.21
29,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,593496358,599,False,10,10,10,0.0,43.0,0.21202003338898165,0.21202003338898165,0.21202003338898165
30,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,2803719546,100,False,3,3,3,0.0,7.0,0.23,0.23,0.23
31,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,2803719546,200,False,4,4,4,0.0,14.0,0.22,0.22,0.22
32,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,2803719546,300,False,6,6,6,0.0,22.0,0.19666666666666666,0.19666666666666666,0.19666666666666666
33,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,2803719546,400,False,8,8,8,0.0,29.0,0.1925,0.1925,0.1925
34,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,2803719546,500,False,12,12,12,0.0,36.0,0.206,0.206,0.206
35,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,2803719546,599,False,13,13,13,0.0,43.0,0.2036727879799666,0.2036727879799666,0.2036727879799666
36,6,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,754267400,100,False,1,1,1,0.0,7.0,0.17,0.17,0.17
37,6,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,754267400,200,False,5,5,5,0.0,14.0,0.185,0.185,0.185
38,6,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,754267400,300,False,7,7,7,0.0,22.0,0.19333333333333333,0.19333333333333333,0.19333333333333333
39,6,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,754267400,400,False,11,11,11,0.0,29.0,0.18,0.18,0.18
40,6,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,754267400,500,False,11,11,11,0.0,36.0,0.202,0.202,0.202
41,6,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,754267400,599,False,13,13,13,0.0,44.0,0.19365609348914858,0.19365609348914858,0.19365609348914858
42,7,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1190798792,100,False,2,2,2,0.0,7.0,0.21,0.21,0.21
43,7,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1190798792,200,False,5,5,5,0.0,15.0,0.18,0.18,0.18
44,7,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1190798792,300,False,6,6,6,0.0,22.0,0.17333333333333334,0.17333333333333334,0.17333333333333334
45,7,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1190798792,400,False,7,7,7,0.0,30.0,0.1775,0.1775,0.1775
46,7,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1190798792,500,False,7,7,7,0.0,37.0,0.184,0.184,0.184
47,7,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1190798792,599,False,8,8,8,0.0,44.0,0.17863105175292154,0.17863105175292154,0.17863105175292154
48,8,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1573453717,100,False,5,5,5,0.0,7.0,0.21,0.21,0.21
49,8,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,2354319937,1573453717,200,False,7,7,7,0.0,14.0,0.235,0.235,0.235
