,simulation_number,env_file,agent_type,n_agents,dist_weight,in_view_weight,gp_weight,any_social_weight,success_social_weight,lengthscale,signalvariance,init_seed,policy_seed,step,final,max_reward,min_reward,tot_reward,tot_pairwise_dist,n_foraged_blocks,min_distance_traveled_prop,max_distance_traveled_prop,mean_distance_traveled_prop
0,0,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,844980981,100,False,3,3,3,0.0,7.0,0.24,0.24,0.24
1,0,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,844980981,200,False,5,5,5,0.0,14.0,0.235,0.235,0.235
2,0,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,844980981,300,False,5,5,5,0.0,21.0,0.21,0.21,0.21
3,0,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,844980981,400,False,8,8,8,0.0,29.0,0.205,0.205,0.205
4,0,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,844980981,500,False,10,10,10,0.0,36.0,0.21,0.21,0.21
5,0,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,844980981,599,False,11,11,11,0.0,43.0,0.20534223706176963,0.20534223706176963,0.20534223706176963
6,1,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,3500194126,100,False,0,0,0,0.0,8.0,0.13,0.13,0.13
7,1,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,3500194126,200,False,4,4,4,0.0,15.0,0.145,0.145,0.145
8,1,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,3500194126,300,False,5,5,5,0.0,23.0,0.16,0.16,0.16
9,1,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,3500194126,400,False,5,5,5,0.0,30.0,0.1675,0.1675,0.1675
10,1,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,3500194126,500,False,8,8,8,0.0,38.0,0.166,0.166,0.166
11,1,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,3500194126,599,False,12,12,12,0.0,45.0,0.17028380634390652,0.17028380634390652,0.17028380634390652
12,2,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,3305749414,100,False,1,1,1,0.0,7.0,0.19,0.19,0.19
13,2,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,3305749414,200,False,1,1,1,0.0,14.0,0.19,0.19,0.19
14,2,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,3305749414,300,False,1,1,1,0.0,21.0,0.2,0.2,0.2
15,2,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,3305749414,400,False,1,1,1,0.0,28.0,0.215,0.215,0.215
16,2,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,3305749414,500,False,2,2,2,0.0,35.0,0.216,0.216,0.216
17,2,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,3305749414,599,False,2,2,2,0.0,42.0,0.21869782971619364,0.21869782971619364,0.21869782971619364
18,3,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,918081049,100,False,1,1,1,0.0,7.0,0.16,0.16,0.16
19,3,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,918081049,200,False,1,1,1,0.0,15.0,0.15,0.15,0.15
20,3,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,918081049,300,False,2,2,2,0.0,23.0,0.16,0.16,0.16
21,3,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,918081049,400,False,2,2,2,0.0,29.0,0.18,0.18,0.18
22,3,../environments/smooth.16.csv,dist_only,1,-1,1,1,0,0,1,1,2045084184,918081049,500,False,6,6,6,0.0,37.0,0.172,0.172,0.172
