,simulation_number,env_file,agent_type,n_agents,dist_weight,in_view_weight,gp_weight,any_social_weight,success_social_weight,lengthscale,signalvariance,init_seed,policy_seed,step,final,max_reward,min_reward,tot_reward,tot_pairwise_dist,n_foraged_blocks,min_distance_traveled_prop,max_distance_traveled_prop,mean_distance_traveled_prop
0,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2886087946,100,False,3,3,3,0.0,8.0,0.13,0.13,0.13
1,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2886087946,200,False,5,5,5,0.0,15.0,0.18,0.18,0.18
2,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2886087946,300,False,7,7,7,0.0,22.0,0.19666666666666666,0.19666666666666666,0.19666666666666666
3,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2886087946,400,False,8,8,8,0.0,29.0,0.205,0.205,0.205
4,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2886087946,500,False,12,12,12,0.0,36.0,0.208,0.208,0.208
5,0,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2886087946,599,False,15,15,15,0.0,43.0,0.21202003338898165,0.21202003338898165,0.21202003338898165
6,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3277110475,100,False,2,2,2,0.0,7.0,0.15,0.15,0.15
7,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3277110475,200,False,3,3,3,0.0,15.0,0.18,0.18,0.18
8,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3277110475,300,False,5,5,5,0.0,22.0,0.16333333333333333,0.16333333333333333,0.16333333333333333
9,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3277110475,400,False,8,8,8,0.0,30.0,0.165,0.165,0.165
10,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3277110475,500,False,9,9,9,0.0,37.0,0.176,0.176,0.176
11,1,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3277110475,599,False,15,15,15,0.0,44.0,0.18363939899833054,0.18363939899833054,0.18363939899833054
12,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2429458878,100,False,3,3,3,0.0,7.0,0.2,0.2,0.2
13,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2429458878,200,False,8,8,8,0.0,15.0,0.18,0.18,0.18
14,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2429458878,300,False,16,16,16,0.0,23.0,0.16,0.16,0.16
15,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2429458878,400,False,17,17,17,0.0,29.0,0.2,0.2,0.2
16,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2429458878,500,False,20,20,20,0.0,36.0,0.198,0.198,0.198
17,2,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2429458878,599,False,24,24,24,0.0,44.0,0.19365609348914858,0.19365609348914858,0.19365609348914858
18,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2894351654,100,False,6,6,6,0.0,7.0,0.22,0.22,0.22
19,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2894351654,200,False,10,10,10,0.0,14.0,0.195,0.195,0.195
20,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2894351654,300,False,11,11,11,0.0,22.0,0.18,0.18,0.18
21,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2894351654,400,False,11,11,11,0.0,30.0,0.1775,0.1775,0.1775
22,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2894351654,500,False,14,14,14,0.0,37.0,0.172,0.172,0.172
23,3,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,2894351654,599,False,21,21,21,0.0,45.0,0.17362270450751252,0.17362270450751252,0.17362270450751252
24,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,1327978351,100,False,1,1,1,0.0,7.0,0.22,0.22,0.22
25,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,1327978351,200,False,5,5,5,0.0,15.0,0.18,0.18,0.18
26,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,1327978351,300,False,7,7,7,0.0,22.0,0.19666666666666666,0.19666666666666666,0.19666666666666666
27,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,1327978351,400,False,8,8,8,0.0,29.0,0.185,0.185,0.185
28,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,1327978351,500,False,10,10,10,0.0,37.0,0.182,0.182,0.182
29,4,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,1327978351,599,False,12,12,12,0.0,44.0,0.19365609348914858,0.19365609348914858,0.19365609348914858
30,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3562009314,100,False,6,6,6,0.0,7.0,0.22,0.22,0.22
31,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3562009314,200,False,9,9,9,0.0,14.0,0.235,0.235,0.235
32,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3562009314,300,False,9,9,9,0.0,20.0,0.23666666666666666,0.23666666666666666,0.23666666666666666
33,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3562009314,400,False,11,11,11,0.0,27.0,0.24,0.24,0.24
34,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3562009314,500,False,14,14,14,0.0,35.0,0.232,0.232,0.232
35,5,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3562009314,599,False,15,15,15,0.0,42.0,0.22537562604340566,0.22537562604340566,0.22537562604340566
36,6,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3767016982,100,False,3,3,3,0.0,7.0,0.17,0.17,0.17
37,6,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3767016982,200,False,10,10,10,0.0,15.0,0.165,0.165,0.165
38,6,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3767016982,300,False,11,11,11,0.0,22.0,0.19,0.19,0.19
39,6,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3767016982,400,False,11,11,11,0.0,29.0,0.1975,0.1975,0.1975
40,6,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3767016982,500,False,11,11,11,0.0,35.0,0.218,0.218,0.218
41,6,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3767016982,599,False,13,13,13,0.0,42.0,0.21702838063439064,0.21702838063439064,0.21702838063439064
42,7,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,345068332,100,False,3,3,3,0.0,7.0,0.23,0.23,0.23
43,7,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,345068332,200,False,4,4,4,0.0,14.0,0.235,0.235,0.235
44,7,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,345068332,300,False,5,5,5,0.0,21.0,0.23,0.23,0.23
45,7,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,345068332,400,False,7,7,7,0.0,27.0,0.2425,0.2425,0.2425
46,7,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,345068332,500,False,8,8,8,0.0,34.0,0.246,0.246,0.246
47,7,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,345068332,599,False,13,13,13,0.0,41.0,0.2370617696160267,0.2370617696160267,0.2370617696160267
48,8,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,1351261179,100,False,3,3,3,0.0,7.0,0.23,0.23,0.23
49,8,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,1351261179,200,False,10,10,10,0.0,14.0,0.22,0.22,0.22
50,8,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,1351261179,300,False,10,10,10,0.0,22.0,0.19666666666666666,0.19666666666666666,0.19666666666666666
51,8,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,1351261179,400,False,14,14,14,0.0,29.0,0.2,0.2,0.2
52,8,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,1351261179,500,False,17,17,17,0.0,36.0,0.206,0.206,0.206
53,8,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,1351261179,599,False,17,17,17,0.0,43.0,0.19699499165275458,0.19699499165275458,0.19699499165275458
54,9,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3305557305,100,False,4,4,4,0.0,7.0,0.21,0.21,0.21
55,9,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3305557305,200,False,5,5,5,0.0,14.0,0.195,0.195,0.195
56,9,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3305557305,300,False,8,8,8,0.0,22.0,0.18333333333333332,0.18333333333333332,0.18333333333333332
57,9,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3305557305,400,False,9,9,9,0.0,29.0,0.1875,0.1875,0.1875
58,9,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3305557305,500,False,13,13,13,0.0,36.0,0.19,0.19,0.19
59,9,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1104996223,3305557305,599,False,15,15,15,0.0,44.0,0.19365609348914858,0.19365609348914858,0.19365609348914858
60,10,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1705953546,2886087946,100,False,0,0,0,0.0,7.0,0.15,0.15,0.15
61,10,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1705953546,2886087946,200,False,3,3,3,0.0,14.0,0.195,0.195,0.195
62,10,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1705953546,2886087946,300,False,7,7,7,0.0,22.0,0.19666666666666666,0.19666666666666666,0.19666666666666666
63,10,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1705953546,2886087946,400,False,12,12,12,0.0,28.0,0.2075,0.2075,0.2075
64,10,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1705953546,2886087946,500,False,12,12,12,0.0,36.0,0.198,0.198,0.198
65,10,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1705953546,2886087946,599,False,15,15,15,0.0,43.0,0.2003338898163606,0.2003338898163606,0.2003338898163606
66,11,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1705953546,3277110475,100,False,1,1,1,0.0,7.0,0.16,0.16,0.16
67,11,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1705953546,3277110475,200,False,5,5,5,0.0,15.0,0.18,0.18,0.18
68,11,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1705953546,3277110475,300,False,7,7,7,0.0,22.0,0.18333333333333332,0.18333333333333332,0.18333333333333332
69,11,../environments/smooth.18.csv,dist_only,1,-1,1,1,0,0,1,1,1705953546,3277110475,400,False,7,7,7,0.0,28.0,0.2075,0.2075,0.2075
