"Time since round start";"Player Name";"X-Position";"Z-Position";"Reward";
3.125;MPIB2;44.0;44.0;false;
3.28125;MPIB1;26.0;11.0;false;
4.0;MPIB3;41.0;56.0;false;
5.28125;MPIB4;23.0;20.0;true;
6.78125;MPIB1;29.0;17.0;false;
7.28125;MPIB3;44.0;53.0;false;
8.0;MPIB2;47.0;35.0;false;
8.875;MPIB4;23.0;23.0;true;
10.1875;MPIB1;35.0;23.0;false;
10.875;MPIB3;47.0;50.0;false;
12.28125;MPIB4;23.0;26.0;false;
12.625;MPIB2;47.0;26.0;false;
14.0;MPIB3;44.0;50.0;false;
14.4375;MPIB1;32.0;26.0;false;
15.625;MPIB4;23.0;29.0;false;
16.75;MPIB2;44.0;20.0;false;
17.0;MPIB3;44.0;47.0;false;
18.84375;MPIB4;26.0;29.0;false;
20.125;MPIB1;32.0;32.0;false;
20.125;MPIB3;41.0;47.0;true;
20.4375;MPIB2;38.0;17.0;true;
22.5;MPIB4;29.0;26.0;false;
23.28125;MPIB3;41.0;44.0;false;
23.9375;MPIB2;38.0;20.0;true;
25.09375;MPIB1;20.0;35.0;false;
25.75;MPIB4;29.0;23.0;false;
26.53125;MPIB3;38.0;47.0;true;
26.625;MPIB2;35.0;20.0;false;
28.375;MPIB1;17.0;41.0;false;
29.03125;MPIB4;29.0;20.0;true;
29.625;MPIB2;35.0;17.0;true;
29.78125;MPIB3;38.0;44.0;true;
31.03125;MPIB1;14.0;41.0;true;
32.875;MPIB2;35.0;14.0;false;
33.5;MPIB3;35.0;44.0;false;
34.03125;MPIB4;26.0;17.0;false;
34.375;MPIB1;11.0;41.0;false;
36.03125;MPIB2;38.0;14.0;true;
36.625;MPIB3;35.0;47.0;false;
37.25;MPIB1;14.0;38.0;true;
37.4375;MPIB4;23.0;17.0;false;
39.03125;MPIB2;41.0;14.0;true;
39.9375;MPIB3;38.0;50.0;true;
40.5;MPIB1;14.0;35.0;false;
40.78125;MPIB4;20.0;17.0;true;
42.03125;MPIB2;41.0;17.0;true;
43.09375;MPIB3;35.0;50.0;false;
43.875;MPIB1;11.0;38.0;false;
44.25;MPIB4;20.0;20.0;true;
44.9375;MPIB2;41.0;20.0;true;
46.53125;MPIB3;38.0;53.0;false;
47.1875;MPIB1;17.0;35.0;false;
47.59375;MPIB4;20.0;23.0;true;
49.5;MPIB2;44.0;17.0;true;
49.75;MPIB3;41.0;53.0;false;
50.9375;MPIB4;20.0;26.0;false;
51.9375;MPIB1;17.0;23.0;false;
52.875;MPIB3;41.0;50.0;true;
54.09375;MPIB2;47.0;17.0;false;
55.59375;MPIB1;14.0;20.0;false;
56.78125;MPIB3;44.0;56.0;false;
57.03125;MPIB4;26.0;20.0;true;
57.34375;MPIB2;44.0;14.0;true;
60.5;MPIB4;26.0;23.0;true;
60.53125;MPIB2;44.0;11.0;true;
61.5;MPIB1;14.0;17.0;false;
63.28125;MPIB3;32.0;44.0;false;
64.5;MPIB2;41.0;11.0;true;
64.53125;MPIB4;29.0;17.0;false;
66.5;MPIB3;29.0;41.0;false;
66.6875;MPIB1;20.0;14.0;false;
68.1875;MPIB4;32.0;20.0;true;
68.5;MPIB2;41.0;8.0;true;
69.78125;MPIB1;23.0;11.0;false;
70.03125;MPIB3;26.0;38.0;false;
71.5;MPIB2;44.0;8.0;true;
72.125;MPIB4;35.0;20.0;false;
72.84375;MPIB1;26.0;14.0;false;
73.1875;MPIB3;23.0;38.0;false;
74.53125;MPIB2;44.0;5.0;true;
75.75;MPIB4;32.0;23.0;false;
76.53125;MPIB3;20.0;41.0;false;
77.625;MPIB2;41.0;5.0;true;
78.75;MPIB1;35.0;11.0;false;
79.625;MPIB3;17.0;38.0;true;
79.78125;MPIB4;32.0;17.0;true;
80.59375;MPIB2;38.0;5.0;false;
81.75;MPIB1;38.0;11.0;true;
82.84375;MPIB3;17.0;41.0;false;
83.4375;MPIB2;38.0;8.0;false;
83.75;MPIB4;35.0;17.0;true;
84.75;MPIB1;41.0;11.0;true;
85.78125;MPIB3;14.0;41.0;true;
86.28125;MPIB2;38.0;11.0;true;
87.4375;MPIB4;35.0;14.0;false;
87.75;MPIB1;41.0;8.0;true;
88.84375;MPIB3;14.0;38.0;true;
89.4375;MPIB2;35.0;11.0;false;
90.59375;MPIB1;38.0;8.0;false;
91.125;MPIB4;32.0;14.0;false;
91.875;MPIB3;11.0;38.0;false;
93.28125;MPIB1;38.0;5.0;false;
94.28125;MPIB4;29.0;14.0;false;
94.875;MPIB3;11.0;35.0;false;
96.09375;MPIB2;20.0;17.0;true;
96.78125;MPIB1;44.0;8.0;true;
97.9375;MPIB3;14.0;35.0;false;
99.1875;MPIB4;35.0;23.0;false;
99.34375;MPIB2;20.0;20.0;true;
99.75;MPIB1;41.0;5.0;true;
100.84375;MPIB3;17.0;35.0;false;
102.34375;MPIB4;38.0;23.0;false;
103.03125;MPIB1;44.0;5.0;true;
103.59375;MPIB2;17.0;20.0;false;
104.03125;MPIB3;20.0;35.0;false;
106.0;MPIB1;47.0;5.0;true;
106.59375;MPIB2;17.0;17.0;true;
107.0;MPIB3;20.0;38.0;false;
109.25;MPIB1;47.0;8.0;false;
110.59375;MPIB4;17.0;23.0;false;
111.5;MPIB3;11.0;41.0;false;
112.84375;MPIB1;44.0;11.0;true;
114.34375;MPIB4;17.0;20.0;false;
114.75;MPIB3;11.0;44.0;false;
115.6875;MPIB1;44.0;14.0;true;
117.75;MPIB4;17.0;17.0;true;
117.78125;MPIB3;14.0;44.0;false;
118.5;MPIB1;41.0;14.0;true;
